代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
000066,15.41,2.19,0,2314339635.666666,0.0,7.56,16.47,15.33,15.67,15.08,1.0,-3.26,17.6,17.6,19.6,16.59,0,0,0,0,0
000155,14.69,1.1,0,1005951240.0,0.0,4.68,15.0,14.32,14.47,14.53,1.0,6.22,15.87,15.87,15.87,15.98,0,0,0,0,0
000070,15.56,-1.89,0,2042197885.0000002,0.0,6.24,16.28,15.29,15.68,15.86,1.0,2.23,20.15,18.46,20.15,17.45,1,1,0,0,0
000060,6.06,-1.14,0,566053653.3333334,0.0,2.77,6.17,6.0,6.09,6.13,1.0,-3.35,8.48,7.57,9.22,6.74,0,0,0,0,0
000063,32.68,-2.3,0,1595152346.666667,0.0,2.81,33.53,32.59,33.27,33.45,1.0,-7.55,39.15,38.1,47.77,36.8,0,0,0,0,0
000301,10.61,-1.76,0,265639455.99999997,0.0,5.09,11.05,10.5,10.88,10.8,1.0,-1.85,14.7,12.24,14.7,11.88,0,0,0,0,0
000021,27.64,-5.37,0,2440292140.0,0.0,4.14,28.71,27.5,28.61,29.21,1.0,-14.19,35.75,33.57,35.75,32.13,0,0,0,0,0
000009,8.87,-0.11,0,218496105.33333337,0.0,3.04,9.07,8.8,8.87,8.88,1.0,-0.56,9.69,9.69,11.9,9.77,0,0,0,0,0
000426,39.1,-2.62,0,1895332584.0,0.0,3.59,40.33,38.89,40.08,40.15,1.0,-3.05,60.47,50.78,74.8,44.16,0,0,0,0,0
000333,74.32,-0.64,0,1322470780.0,0.0,1.82,75.54,74.18,74.89,74.8,1.0,-2.21,80.2,77.75,83.17,82.28,0,0,0,0,0
000027,7.87,3.42,0,1175302439.0,0.0,5.52,7.87,7.45,7.59,7.61,1.0,9.92,7.72,7.72,7.72,8.37,0,0,0,0,0
000510,13.99,-5.47,0,732589047.6666666,0.0,6.76,14.9,13.9,14.81,14.8,1.0,-6.61,23.5,18.96,23.5,16.28,0,0,0,0,0
000338,23.78,-3.02,0,1968437185.0000002,0.0,4.45,24.73,23.64,24.73,24.52,1.0,-0.08,29.72,26.55,30.19,26.97,0,0,0,0,0
000547,28.15,3.99,0,7264422718.000001,0.0,8.79,28.8,26.42,27.52,27.07,1.0,-7.28,34.3,33.31,40.65,29.78,0,0,0,0,0
000551,13.18,-1.64,0,86722104.0,0.0,2.91,13.51,13.12,13.31,13.4,1.0,-2.8,15.48,14.55,18.35,14.74,0,0,0,0,0
000534,40.42,-1.8,0,819502702.6666666,0.0,5.88,42.03,39.61,41.21,41.16,1.0,-3.65,49.14,47.05,49.14,45.28,0,0,0,0,0
000408,76.314,-0.42,0,1068164164.2666665,0.0,3.89,78.384,75.404,76.554,76.634,1.0,7.57,87.77,82.8,95.78,84.3,0,0,0,0,0
000539,7.49,0.4,0,2847087247.3333335,0.0,17.56,8.14,6.83,7.68,7.46,1.0,21.39,7.46,7.46,7.46,8.21,1,1,0,0,0
000665,4.86,-2.61,0,74873795.33333333,0.0,3.61,5.03,4.85,4.99,4.99,1.0,-5.81,5.55,5.45,7.21,5.49,0,0,0,0,0
000032,18.405,0.05,0,681179555.3333334,0.0,4.46,19.125,18.305,18.345,18.395,1.0,-2.8,20.95,19.88,24.16,20.23,0,0,0,0,0
000636,19.43,-3.57,0,796351235.6666667,0.0,4.47,20.23,19.33,20.05,20.15,1.0,-13.76,27.5,23.5,27.5,22.16,0,0,0,0,0
000533,15.53,-9.97,0,2227997704.0,0.0,8.87,17.06,15.53,17.0,17.25,1.0,-16.42,21.84,21.84,21.84,18.98,1,0,0,0,0
000570,5.498,-1.43,0,56439621.46666667,0.0,3.76,5.638,5.428,5.558,5.578,1.0,-4.18,6.43,6.28,6.43,6.14,0,0,0,0,0
000657,47.11,-4.92,0,2884470537.0000005,0.0,6.62,49.98,46.7,49.81,49.55,1.0,-8.33,71.5,64.5,71.5,54.51,0,0,0,0,0
000688,39.35,4.74,0,1378524055.3333335,0.0,9.64,40.49,36.87,36.87,37.57,1.0,32.14,38.12,38.12,38.12,41.33,1,0,0,0,0
000733,45.56,-1.19,0,311739084.00000006,0.0,2.0,46.17,45.25,46.05,46.11,1.0,-5.24,58.9,52.14,59.87,50.72,0,0,0,0,0
000695,12.99,0.78,0,239804296.0,0.0,5.66,13.43,12.7,12.77,12.89,1.0,-3.13,15.5,15.5,19.25,14.18,0,0,0,0,0
000603,37.8,-1.41,0,680136147.3333334,0.0,3.26,38.63,37.38,38.34,38.34,1.0,-4.33,56.84,46.68,73.47,42.17,0,0,0,0,0
000678,11.56,-1.45,0,156375470.00000003,0.0,5.46,12.19,11.55,11.67,11.73,1.0,-1.95,13.85,12.87,16.74,12.9,0,0,0,0,0
000737,13.05,-2.03,0,416073193.3333334,0.0,3.23,13.39,12.96,13.31,13.32,1.0,-4.26,18.9,16.07,21.5,14.65,0,0,0,0,0
000630,5.73,-2.22,0,1463346593.3333333,0.0,3.58,5.9,5.69,5.85,5.86,1.0,-4.98,8.63,7.23,9.14,6.45,0,0,0,0,0
000758,6.42,-1.23,0,240405024.00000003,0.0,2.46,6.56,6.4,6.47,6.5,1.0,-4.18,9.15,7.83,9.53,7.15,0,0,0,0,0
000725,3.884,-1.27,0,1539332755.1999998,0.0,2.03,3.954,3.874,3.934,3.934,1.0,-3.72,4.53,4.41,4.67,4.33,0,0,0,0,0
000790,3.9,-1.02,0,70074476.0,0.0,4.57,4.05,3.87,3.94,3.94,1.0,-4.18,4.27,4.27,4.79,4.33,0,0,0,0,0
000762,28.8,5.77,0,1134391080.0,0.0,8.52,29.28,26.96,27.01,27.23,1.0,11.41,31.77,30.76,32.59,29.95,0,0,0,0,0
000792,36.85,0.22,0,3833933139.333333,0.0,5.28,38.11,36.17,36.61,36.77,1.0,9.19,40.9,40.9,40.9,40.45,0,0,0,0,0
000779,8.94,-0.67,0,73212506.66666667,0.0,3.22,9.12,8.83,9.0,9.0,1.0,-6.49,10.96,9.85,10.96,9.9,0,0,0,0,0
000751,5.2,-2.62,0,239942798.33333334,0.0,3.56,5.36,5.17,5.33,5.34,1.0,-5.63,7.79,6.54,7.81,5.87,0,0,0,0,0
000811,18.08,-3.42,0,332081166.6666666,0.0,4.97,18.9,17.97,18.9,18.72,1.0,0.72,22.08,20.55,22.08,20.59,1,0,0,0,0
000807,27.751,-1.0,0,1081643983.9333334,0.0,3.71,28.681,27.641,28.011,28.031,1.0,-3.38,36.12,36.12,37.85,30.83,0,0,0,0,0
000837,10.57,-0.66,0,155147720.0,0.0,2.63,10.78,10.5,10.64,10.64,1.0,-6.38,13.11,12.74,13.7,11.7,0,0,0,0,0
000887,18.06,0.39,0,344638784.99999994,0.0,2.17,18.34,17.95,18.05,17.99,1.0,-1.42,21.81,19.86,24.1,19.79,0,0,0,0,0
000823,12.92,-4.01,0,274736634.6666667,0.0,4.98,13.52,12.85,13.36,13.46,1.0,-17.6,16.6,16.13,16.6,14.81,0,0,0,0,0
000878,18.12,-1.52,0,694567947.3333334,0.0,2.83,18.51,17.99,18.32,18.4,1.0,-3.62,26.78,23.24,29.24,20.24,0,0,0,0,0
000901,21.71,-1.09,0,375474383.3333333,0.0,3.6,22.29,21.5,22.24,21.95,1.0,-5.49,28.2,24.81,35.4,24.14,0,0,0,0,0
000833,24.49,1.2,0,1039405293.3333334,0.0,4.05,25.27,24.29,24.29,24.2,1.0,-6.53,30.13,30.13,30.13,26.62,0,0,0,0,0
000685,10.83,0.09,0,147231568.66666666,0.0,1.57,10.94,10.77,10.79,10.82,1.0,-4.67,12.21,11.91,13.74,11.9,0,0,0,0,0
000938,25.335,-3.58,0,1919692331.8333335,0.0,3.73,26.225,25.245,26.035,26.275,1.0,-5.13,27.68,27.68,28.23,28.9,0,0,0,0,0
000967,8.95,-0.56,0,386415900.0,0.0,3.22,9.17,8.88,8.98,9.0,1.0,2.99,9.7,9.7,9.7,9.9,0,0,0,0,0
000818,21.14,-5.24,0,605634785.0,0.0,6.14,22.28,20.91,22.28,22.31,1.0,-11.92,25.9,25.68,25.9,24.54,0,0,0,0,0
000960,30.85,-2.96,0,1315399654.6666667,0.0,4.25,31.98,30.63,31.64,31.79,1.0,-5.16,48.55,38.96,48.55,34.97,0,0,0,0,0
000933,28.566,-0.52,0,1057108329.3333333,0.0,3.76,29.456,28.376,28.606,28.716,1.0,-7.72,38.69,38.69,38.69,31.59,0,0,0,0,0
000975,26.37,-2.15,0,633276042.6666666,0.0,4.04,27.18,26.09,26.82,26.95,1.0,-8.18,33.46,33.37,41.81,29.65,0,0,0,0,0
000973,18.448,8.4,0,1586273802.6666667,0.0,10.69,18.718,16.898,17.018,17.018,1.0,23.25,17.79,17.79,17.79,18.72,0,0,0,0,0
000923,17.75,-0.67,0,197004868.00000003,0.0,3.13,18.14,17.58,17.79,17.87,1.0,-3.79,24.19,21.05,26.38,19.66,0,0,0,0,0
001270,106.02,5.01,0,993180100.0,0.0,6.3,106.02,99.66,103.15,100.96,1.0,-6.64,143.71,124.7,167.17,111.06,0,0,0,0,0
000988,105.102,-9.0,0,14742137038.533333,0.0,4.36,109.382,104.352,105.922,115.492,1.0,-12.23,141.16,141.16,141.16,127.04,0,0,0,0,0
001257,32.72,-2.5,0,2926550879.9999995,0.0,15.02,36.92,31.88,35.0,33.56,1.0,42.7,33.56,33.56,33.56,36.92,1,1,0,0,0
