代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近5日最高,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
001270,131.55,-9.77,0,1558159603.0,0.0,8.77,144.0,131.22,141.13,145.8,1.0,-8.14,166.18,166.18,166.18,167.17,160.38,1,0,0,0,0
000938,27.775,-2.8,0,5122276272.0,0.0,7.84,29.825,27.585,29.045,28.575,1.0,-10.33,31.75,34.42,33.02,34.42,31.43,0,0,0,0,0
001257,24.91,-1.15,0,757320519.3333334,0.0,7.26,26.45,24.62,24.91,25.2,1.0,6.09,29.48,29.48,29.48,30.0,27.72,1,0,0,0,0
001306,62.92,1.24,0,33966179.0,0.0,4.2,63.83,61.22,61.9,62.15,1.0,-12.1,74.86,77.13,77.13,93.48,68.37,0,0,0,0,0
001359,91.21,-6.74,0,266109656.6666667,0.0,7.59,98.33,90.91,96.43,97.8,1.0,-16.38,109.18,114.9,109.18,114.9,107.58,0,0,0,0,0
001339,106.17,2.09,0,1537447149.0,0.0,7.46,112.39,104.63,105.0,104.0,1.0,-2.01,115.98,119.9,119.9,119.9,114.4,0,0,0,0,0
001389,182.3,-7.22,0,3126801790.0,0.0,10.1,196.68,176.83,195.5,196.48,1.0,-4.55,199.74,199.74,199.74,199.74,216.13,0,0,0,0,0
001379,19.16,1.97,0,38877188.0,0.0,4.36,19.37,18.55,18.7,18.79,1.0,-7.13,21.73,22.99,21.73,26.75,20.67,0,0,0,0,0
002006,16.6,-2.01,0,157540932.0,0.0,2.36,16.92,16.52,16.52,16.94,1.0,-10.12,18.95,19.3,19.3,25.05,18.63,0,0,0,0,0
002004,4.381,2.34,0,90181475.83333331,0.0,3.27,4.401,4.261,4.281,4.281,1.0,0.92,4.4,4.88,4.56,5.83,4.71,0,0,0,0,0
002009,21.61,0.75,0,333551776.6666667,0.0,3.78,22.13,21.32,21.55,21.45,1.0,-15.55,26.63,29.96,29.2,38.0,23.6,0,0,0,0,0
002025,61.42,-5.73,0,1145851473.3333335,0.0,7.17,65.97,61.3,65.16,65.15,1.0,-19.92,77.6,78.93,78.93,83.63,71.67,0,0,0,0,0
002028,216.0,6.85,0,4635061430.999999,0.0,8.07,219.81,203.5,205.5,202.15,1.0,6.22,208.56,211.16,209.6,239.12,222.37,0,0,0,0,0
001203,37.66,-3.44,0,909082430.6666666,0.0,4.49,39.13,37.38,39.0,39.0,1.0,-2.36,41.58,54.65,43.14,54.65,42.9,0,0,0,0,0
001301,91.98,5.1,0,640621168.0000001,0.0,8.3,94.2,86.94,86.94,87.52,1.0,3.94,94.98,94.98,94.98,109.7,96.27,0,0,0,0,0
002029,8.84,2.91,0,164048520.0,0.0,5.12,8.94,8.5,8.62,8.59,1.0,-2.21,9.25,11.8,11.07,14.85,9.45,0,0,0,0,0
002046,49.914,-5.47,0,867606951.8666666,0.0,5.91,52.924,49.804,52.134,52.804,1.0,-11.08,57.54,60.86,57.54,60.86,58.08,1,0,0,0,0
002042,4.169,-1.42,0,145888784.36666667,0.0,2.84,4.269,4.149,4.179,4.229,1.0,-15.25,5.01,5.59,5.29,5.59,4.65,0,0,0,0,0
002049,76.51,-3.52,0,3508668628.0,0.0,5.74,81.05,76.5,79.0,79.3,1.0,-10.01,89.53,89.53,89.53,91.99,87.23,0,0,0,0,0
000009,7.47,0.95,0,117229475.0,0.0,2.7,7.54,7.34,7.34,7.4,1.0,-0.93,7.75,9.32,8.03,11.9,8.14,0,0,0,0,0
002031,6.27,0.48,0,592586910.0,0.0,3.69,6.35,6.12,6.2,6.24,1.0,-13.04,7.66,8.8,8.8,8.82,6.86,0,0,0,0,0
002050,44.57,-3.82,0,6403666984.0,0.0,5.31,47.0,44.54,46.34,46.34,1.0,-17.33,56.0,56.0,56.0,60.77,50.97,0,0,0,0,0
002080,64.04,-15.82,0,4094129050.666667,0.0,10.99,72.4,64.04,72.4,76.076,1.0,-9.61,76.63,76.63,76.63,76.63,83.68,1,0,0,0,0
002074,32.58,-1.12,0,793015045.9999999,0.0,2.82,33.48,32.55,32.95,32.95,1.0,-5.73,35.44,39.39,36.92,45.07,36.25,0,0,0,0,0
002077,17.19,1.12,0,700945920.0,0.0,5.59,17.8,16.85,16.89,17.0,1.0,-9.38,19.38,19.38,19.38,20.39,18.7,0,0,0,0,0
002079,12.23,-1.77,0,760233460.0,0.0,5.14,12.84,12.2,12.28,12.45,1.0,-4.15,14.16,14.16,14.16,14.16,13.7,0,0,0,0,0
002068,10.41,10.04,1,320144410.0,0.0,11.1,10.41,9.36,9.41,9.46,1.0,-1.14,10.65,10.75,10.75,11.5,10.41,0,0,1,1,0
002081,6.65,10.28,1,4083923364.000001,0.0,10.12,6.65,6.04,6.16,6.03,1.0,15.45,6.03,8.47,7.35,8.47,6.63,1,1,0,2,0
002108,5.04,1.2,0,150940606.6666667,0.0,2.01,5.08,4.98,5.01,4.98,1.0,-5.08,5.44,6.44,5.7,6.44,5.48,0,0,0,0,0
002112,18.89,3.22,0,316283705.0,0.0,4.37,19.18,18.38,18.49,18.3,1.0,-1.2,20.25,23.25,21.03,28.55,20.13,0,0,0,0,0
002106,11.8,2.16,0,392504769.00000006,0.0,7.53,12.4,11.53,11.55,11.55,1.0,0.34,12.68,12.68,12.68,12.83,12.71,0,0,0,0,0
002083,9.683,-0.62,0,174886866.46666667,0.0,1.85,9.843,9.663,9.713,9.743,1.0,-1.63,10.11,11.31,10.46,14.46,10.72,0,0,0,0,0
002126,49.9,-0.04,0,1023082417.0,0.0,5.03,52.01,49.5,50.17,49.92,1.0,-13.8,59.51,61.88,61.88,61.88,54.91,1,0,0,0,0
002121,7.88,-4.83,0,492785962.6666666,0.0,5.8,8.34,7.86,8.28,8.28,1.0,0.64,8.78,8.78,8.78,10.74,9.11,1,0,0,0,0
002125,14.935,1.63,0,713997600.8333334,0.0,5.24,15.525,14.755,14.875,14.695,1.0,6.11,15.22,16.0,15.22,16.68,16.16,0,0,0,0,0
002091,8.71,0.93,0,139206439.33333334,0.0,1.74,8.75,8.6,8.62,8.63,1.0,0.46,8.76,9.59,8.83,10.63,9.49,0,0,0,0,0
002129,9.56,-1.95,0,1851278911.6666667,0.0,5.44,10.07,9.54,9.75,9.75,1.0,3.69,10.61,10.61,10.61,11.86,10.73,1,0,0,0,0
002139,10.47,0.96,0,198663791.6666667,0.0,2.31,10.6,10.36,10.38,10.37,1.0,-6.43,11.75,11.75,11.75,14.58,11.41,0,0,0,0,0
002150,32.29,-4.01,0,774092110.0,0.0,10.08,34.0,30.61,30.95,33.64,1.0,-4.75,36.2,36.2,36.2,39.41,37.0,1,0,0,0,0
002155,24.09,0.46,0,713138092.3333334,0.0,2.92,24.46,23.76,23.91,23.98,1.0,-4.29,25.95,30.58,25.96,43.37,26.38,0,0,0,0,0
002115,12.25,0.41,0,407103781.3333333,0.0,3.28,12.56,12.16,12.21,12.2,1.0,-10.45,13.74,15.98,14.47,21.0,13.42,0,0,0,0,0
002167,13.01,-2.91,0,533378189.3333334,0.0,5.15,13.57,12.88,13.37,13.4,1.0,1.8,14.48,14.48,14.48,16.6,14.74,0,0,0,0,0
002192,81.52,0.52,0,1429046216.0,0.0,5.38,83.86,79.5,80.05,81.1,1.0,-3.33,87.5,115.0,93.19,115.0,89.21,0,0,0,0,0
002176,11.58,-1.61,0,711396023.3333333,0.0,2.97,11.85,11.5,11.7,11.77,1.0,-6.31,12.99,16.97,13.77,16.97,12.95,0,0,0,0,0
002202,23.46,0.17,0,2399596763.6666665,0.0,3.03,24.08,23.37,23.88,23.42,1.0,-5.71,25.28,28.99,26.3,37.03,25.76,0,0,0,0,0
002240,43.76,-3.72,0,2108399741.9999998,0.0,4.84,45.85,43.65,45.34,45.45,1.0,-9.79,50.43,63.13,53.39,63.13,50.0,0,0,0,0,0
002229,14.31,9.99,1,631593676.0000001,0.0,8.07,14.31,13.26,13.26,13.01,1.0,-3.64,15.59,19.16,18.69,20.18,14.31,0,0,1,1,0
002156,61.39,-6.98,0,9969133201.666668,0.0,7.64,66.0,60.96,65.0,66.0,1.0,-3.11,78.48,78.48,78.48,78.48,72.6,1,0,0,0,0
002281,204.3,0.17,0,10750775698.333336,0.0,5.81,213.85,202.0,208.06,203.95,1.0,-8.79,226.3,246.8,246.8,246.8,224.34,1,0,0,0,0
002263,3.85,-1.28,0,547263993.6666667,0.0,3.08,3.95,3.83,3.88,3.9,1.0,0.79,4.07,4.42,4.07,5.35,4.29,1,0,0,0,0
002290,87.14,-3.67,0,817475040.0,0.0,6.85,92.73,86.53,91.79,90.46,1.0,-14.88,104.79,108.7,106.56,108.7,99.51,0,0,0,0,0
002254,13.54,0.37,0,383926628.6666667,0.0,2.97,13.76,13.36,13.37,13.49,1.0,-12.93,16.34,16.34,16.34,16.34,14.84,0,0,0,0,0
002270,21.73,-2.42,0,692126941.6666666,0.0,4.85,22.7,21.62,22.44,22.27,1.0,-9.12,24.31,26.55,24.61,37.8,24.5,0,0,0,0,0
002324,12.286,0.33,0,180407832.0,0.0,2.04,12.486,12.236,12.236,12.246,1.0,-8.01,13.68,16.15,14.65,25.61,13.47,0,0,0,0,0
002353,146.303,4.72,0,3653526848.3999996,0.0,8.5,153.743,141.863,142.303,139.703,1.0,7.06,148.75,151.29,148.75,151.29,153.67,0,0,0,0,0
002326,21.39,3.33,0,558027922.0000001,0.0,6.47,21.94,20.6,20.65,20.7,1.0,-5.9,24.0,25.67,24.84,33.0,22.77,0,0,0,0,0
002371,589.89,-6.35,0,9103336999.999998,0.0,6.49,629.8,588.92,624.99,629.87,1.0,-15.51,719.05,721.6,721.6,721.6,692.86,0,0,0,0,0
002338,54.2,-2.78,0,316832483.3333334,0.0,3.77,56.2,54.1,55.77,55.75,1.0,-16.78,67.48,67.89,67.89,68.93,61.33,0,0,0,0,0
002185,18.408,-4.71,0,12797237589.266668,0.0,10.4,20.248,18.238,19.628,19.318,1.0,8.61,21.94,21.94,21.94,21.94,21.25,1,0,0,0,0
002340,7.73,-0.9,0,1068102163.3333335,0.0,2.82,7.92,7.7,7.87,7.8,1.0,-4.57,8.42,9.69,8.56,10.18,8.58,0,0,0,0,0
002378,29.07,0.48,0,1792574055.9999998,0.0,7.98,31.14,28.83,29.41,28.93,1.0,2.0,30.23,35.88,30.82,48.42,31.82,0,0,0,0,0
002402,26.44,-2.76,0,876910796.6666666,0.0,3.82,27.45,26.41,27.15,27.19,1.0,-13.94,30.92,33.72,32.46,57.3,29.91,0,0,0,0,0
002428,82.06,-10.0,0,7995559000.0,0.0,7.48,88.88,82.06,87.27,91.18,1.0,-8.21,97.0,105.17,97.0,105.17,100.3,1,0,0,0,0
002409,107.36,-6.68,0,3323374476.0,0.0,9.88,117.29,105.92,115.53,115.05,1.0,-7.6,127.84,127.84,127.84,127.84,126.56,1,0,0,0,0
002436,38.62,-0.16,0,8957329516.666668,0.0,7.89,40.2,37.15,38.5,38.68,1.0,9.13,39.97,39.97,39.97,39.97,42.55,0,0,0,0,0
002392,8.05,0.37,0,201754360.0,0.0,2.49,8.25,8.05,8.06,8.02,1.0,-11.64,9.39,11.33,10.88,11.33,8.82,0,0,0,0,0
002432,76.305,2.01,0,2291625948.4999995,0.0,5.83,79.195,74.835,74.845,74.805,1.0,-11.66,91.5,91.5,91.5,93.45,82.29,1,0,0,0,0
002413,10.49,0.19,0,406511560.33333343,0.0,2.48,10.64,10.38,10.45,10.47,1.0,-7.0,11.63,14.26,12.85,20.29,11.52,0,0,0,0,0
002446,9.46,-3.47,0,304658956.00000006,0.0,5.2,9.91,9.4,9.7,9.8,1.0,-10.84,10.84,11.35,11.0,14.67,10.78,0,0,0,0,0
002407,34.42,2.14,0,4378377552.0,0.0,5.64,35.67,33.77,33.77,33.7,1.0,-10.43,42.44,43.89,43.89,43.89,37.07,1,0,0,0,0
002453,5.91,1.9,0,99263808.0,0.0,5.34,6.02,5.71,5.75,5.8,1.0,-6.93,6.44,6.77,6.44,8.47,6.38,1,0,0,0,0
002463,122.51,-7.22,0,11648346313.999998,0.0,9.63,134.99,122.28,132.04,132.04,1.0,-0.02,138.87,138.87,138.87,138.87,145.24,1,0,0,0,0
002384,191.75,-10.0,0,26987861500.0,0.0,9.5,212.0,191.75,209.22,213.05,1.0,-15.24,234.0,234.0,234.0,234.0,234.36,0,0,0,0,0
002466,62.17,-1.13,0,2822019834.666667,0.0,3.56,64.29,62.05,62.88,62.88,1.0,-6.75,68.08,82.49,71.16,82.49,69.17,0,0,0,0,0
002478,7.43,0.54,0,165241238.0,0.0,2.57,7.57,7.38,7.4,7.39,1.0,-2.24,7.92,9.44,8.23,13.87,8.13,0,0,0,0,0
002460,69.86,-2.27,0,3005133914.0,0.0,4.16,72.77,69.8,71.48,71.48,1.0,-6.98,77.0,91.67,80.88,91.67,78.63,0,0,0,0,0
002472,38.78,-1.15,0,856253448.0,0.0,3.01,39.87,38.69,39.23,39.23,1.0,-11.12,46.12,46.12,46.12,49.47,43.15,0,0,0,0,0
002471,7.0,0.29,0,275280064.0,0.0,4.73,7.11,6.78,6.9,6.98,1.0,-10.71,8.15,9.0,8.45,10.87,7.68,0,0,0,0,0
002520,5.88,0.17,0,132190327.66666666,0.0,3.24,5.97,5.78,5.84,5.87,1.0,-8.13,6.61,7.15,6.88,7.21,6.46,0,0,0,0,0
002497,23.28,1.62,0,825255156.0000001,0.0,4.45,23.85,22.83,23.12,22.91,1.0,-6.66,25.84,32.0,26.0,32.0,25.2,0,0,0,0,0
002527,15.46,10.04,1,660051456.0,0.0,8.97,15.46,14.2,14.5,14.05,1.0,8.42,14.6,14.6,14.6,18.58,15.46,0,0,1,1,0
002543,7.391,2.5,0,36906250.96666667,0.0,3.47,7.461,7.211,7.231,7.211,1.0,-2.89,7.7,8.19,7.85,11.74,7.93,0,0,0,0,0
002553,18.3,1.27,0,110067617.66666666,0.0,3.49,18.55,17.92,18.0,18.07,1.0,-8.04,20.66,23.82,21.85,30.9,19.88,0,0,0,0,0
002549,15.32,0.66,0,217974350.6666667,0.0,3.55,15.55,15.01,15.08,15.22,1.0,-14.79,18.1,21.18,20.63,25.35,16.74,0,0,0,0,0
002579,18.87,10.03,1,3820917529.3333335,0.0,8.86,18.87,17.35,17.36,17.15,1.0,38.04,19.55,19.55,19.55,19.55,18.86,1,0,1,1,0
002465,15.68,-1.01,0,2047597065.6666665,0.0,7.26,16.49,15.34,15.5,15.84,1.0,-10.4,18.5,18.5,18.5,26.56,17.42,0,0,0,0,0
002552,57.93,0.4,0,2595619640.0,0.0,17.61,62.09,51.93,51.93,57.7,1.0,32.26,59.67,59.67,59.67,59.67,63.47,1,0,0,0,0
002575,5.66,1.98,0,148961844.66666666,0.0,6.13,5.75,5.41,5.51,5.55,1.0,-8.12,6.41,8.16,7.5,9.59,6.11,0,0,0,0,0
002583,8.44,0.72,0,183740883.3333333,0.0,3.22,8.54,8.27,8.31,8.38,1.0,-6.12,9.07,10.39,9.55,12.45,9.22,0,0,0,0,0
002519,6.66,0.3,0,237776533.33333334,0.0,4.67,6.75,6.44,6.55,6.64,1.0,-8.26,7.48,9.11,8.06,12.62,7.3,0,0,0,0,0
002594,93.65,-2.63,0,4214074469.0000005,0.0,2.72,96.22,93.6,96.18,96.18,1.0,-2.41,99.5,105.64,99.5,111.82,105.8,0,0,0,0,0
002595,52.6,0.55,0,247225481.99999997,0.0,3.48,53.5,51.68,52.03,52.31,1.0,-5.34,57.0,62.21,58.79,69.31,57.54,0,0,0,0,0
002601,14.55,1.75,0,328076630.0,0.0,3.99,14.64,14.07,14.28,14.3,1.0,-4.46,16.06,18.19,17.47,23.79,15.73,0,0,0,0,0
002597,21.13,1.0,0,105141829.33333334,0.0,2.06,21.29,20.86,20.89,20.92,1.0,1.64,22.25,24.74,24.74,29.03,23.01,0,0,0,0,0
002602,15.21,3.26,0,2976627147.9999995,0.0,4.96,15.59,14.86,14.98,14.73,1.0,5.99,15.4,17.64,15.4,20.82,16.2,0,0,0,0,0
002491,23.2,-3.05,0,4321001213.999999,0.0,9.28,24.7,22.48,23.61,23.93,1.0,-1.61,24.86,27.45,24.88,27.45,26.32,0,0,0,0,0
002636,49.87,-6.8,0,2898429111.666667,0.0,9.98,53.51,48.17,53.0,53.51,1.0,8.07,56.8,56.8,56.8,56.8,58.86,1,1,0,0,0
002647,12.8,9.97,1,658398463.3333333,0.0,9.45,12.8,11.7,11.78,11.64,1.0,10.54,12.18,14.0,12.7,14.0,12.8,0,0,1,1,0
002681,5.51,1.47,0,187681381.3333333,0.0,3.87,5.59,5.38,5.41,5.43,1.0,-5.16,5.96,5.96,5.96,7.68,5.97,0,0,0,0,0
002632,10.35,1.77,0,180824739.33333334,0.0,5.6,10.84,10.27,10.28,10.17,1.0,-4.43,11.28,11.87,11.34,16.39,11.19,0,0,0,0,0
002698,12.62,0.32,0,92720889.99999999,0.0,2.23,12.7,12.42,12.42,12.58,1.0,-9.73,14.32,15.4,14.65,18.97,13.84,0,0,0,0,0
002741,27.35,-5.23,0,1426708349.9999998,0.0,7.1,29.2,27.15,28.36,28.86,1.0,-1.97,31.16,31.16,31.16,31.16,31.75,1,0,0,0,0
002725,14.75,-4.96,0,212705994.0,0.0,5.61,15.57,14.7,15.3,15.52,1.0,-10.73,16.79,18.13,17.22,21.18,17.07,1,0,0,0,0
002748,11.46,3.62,0,61804365.99999999,0.0,5.52,11.53,10.92,11.07,11.06,1.0,-1.21,12.15,13.23,12.34,15.74,12.17,0,0,0,0,0
002747,26.77,-3.43,0,1465959733.333333,0.0,4.08,27.88,26.75,27.55,27.72,1.0,-6.43,30.5,30.5,30.5,30.5,30.49,1,0,0,0,0
002733,29.982,-10.02,0,1014729507.7333333,0.0,10.86,33.602,29.982,33.552,33.322,1.0,2.6,35.12,35.12,35.12,35.12,36.65,1,0,0,0,0
002709,51.73,-0.58,0,4279266432.0,0.0,5.17,54.2,51.51,52.08,52.03,1.0,-2.52,57.7,64.98,60.4,64.98,57.23,0,0,0,0,0
