代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
000032,17.115,-2.06,0,274345365.0,0.0,3.49,17.595,16.985,17.565,17.475,1.0,-8.65,20.27,19.62,24.16,19.22,0,0,0,0,0
000021,25.43,0.0,0,1143854888.0,0.0,2.4,25.87,25.26,25.69,25.43,1.0,-6.75,33.57,32.48,35.75,27.97,0,0,0,0,0
000009,8.43,-2.66,0,139904015.33333334,0.0,3.93,8.76,8.42,8.68,8.66,1.0,-7.36,9.69,9.14,11.9,9.53,0,0,0,0,0
000301,11.14,0.91,0,327117585.0,0.0,4.08,11.38,10.93,11.09,11.04,1.0,3.53,13.56,11.11,14.7,12.14,0,0,0,0,0
000155,16.1,-5.13,0,1914514933.3333335,0.0,4.71,16.85,16.05,16.37,16.97,1.0,-0.37,17.7,17.7,17.7,18.67,1,1,0,0,0
000070,18.68,-3.56,0,2711277946.666667,0.0,5.58,19.6,18.52,19.03,19.37,1.0,19.13,20.3,20.3,20.3,21.31,1,0,0,0,0
000060,5.99,-1.64,0,345874256.0,0.0,2.63,6.12,5.96,6.1,6.09,1.0,-2.44,7.65,6.37,9.22,6.7,0,0,0,0,0
000027,6.6,-2.65,0,294096974.99999994,0.0,3.1,6.81,6.6,6.79,6.78,1.0,-18.32,8.48,8.48,8.48,7.46,0,0,0,0,0
000066,14.19,-1.66,0,557396609.0,0.0,2.77,14.56,14.16,14.49,14.43,1.0,-5.84,17.6,16.47,19.6,15.87,0,0,0,0,0
000333,76.35,-1.32,0,1324017090.0,0.0,1.49,77.35,76.2,77.3,77.37,1.0,2.1,77.84,77.84,83.17,85.11,0,0,0,0,0
000426,39.42,-1.35,0,1181377674.0,0.0,3.13,40.63,39.38,40.51,39.96,1.0,-1.65,52.32,41.9,74.8,43.96,0,0,0,0,0
000534,37.11,-3.28,0,590427438.3333334,0.0,4.95,38.82,36.92,38.3,38.37,1.0,-3.11,49.14,42.9,49.14,42.21,1,0,0,0,0
000408,79.904,-1.05,0,639628506.5333334,0.0,2.11,81.004,79.304,80.514,80.754,1.0,1.14,82.8,81.71,95.78,88.83,0,0,0,0,0
000510,13.99,-0.92,0,452959326.66666675,0.0,4.6,14.43,13.78,14.37,14.12,1.0,-5.85,21.03,15.91,23.5,15.53,0,0,0,0,0
000338,25.1,-0.99,0,1634516723.3333335,0.0,3.31,25.9,25.06,25.39,25.35,1.0,6.81,28.89,25.8,30.19,27.89,0,0,0,0,0
000063,32.08,0.09,0,1511651984.0,0.0,1.68,32.62,32.08,32.33,32.05,1.0,-1.84,38.1,35.64,47.77,35.26,0,0,0,0,0
