代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近5日最高,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
300758,12.09,1.26,0,207855376.0,0.0,4.77,12.38,11.81,11.82,11.94,1.0,0.67,12.68,15.56,15.53,21.52,14.33,0,0,0,0,0
300680,24.785,-5.92,0,215431823.53333333,0.0,6.71,26.231,24.462,26.077,26.346,1.0,-3.76,27.91,34.62,32.88,48.69,31.62,0,0,0,0,0
300736,28.15,-2.93,0,159131086.0,0.0,3.0,28.59,27.72,27.74,29.0,1.0,-8.25,32.01,48.48,37.58,48.48,34.8,0,0,0,0,0
300775,21.83,-2.33,0,341002423.00000006,0.0,5.01,22.83,21.71,22.23,22.35,1.0,-8.74,24.44,32.48,26.56,49.19,26.82,0,0,0,0,0
300769,60.25,-1.94,0,788105301.3333334,0.0,4.15,62.03,59.48,61.0,61.44,1.0,-5.98,65.76,81.77,71.27,88.3,73.73,0,0,0,0,0
300757,616.02,-1.75,0,3591923924.333333,0.0,6.61,622.99,581.56,595.0,627.01,1.0,-10.42,714.0,714.0,714.0,714.0,752.41,0,0,0,0,0
300762,37.32,1.19,0,1625799712.0,0.0,6.45,39.57,37.19,37.88,36.88,1.0,5.51,38.48,46.88,38.48,60.77,44.26,0,0,0,0,0
300786,19.12,0.79,0,251828445.66666666,0.0,5.75,19.9,18.81,19.01,18.97,1.0,7.23,19.19,20.95,19.5,20.95,22.76,0,0,0,0,0
300776,159.612,-5.11,0,2919482755.333333,0.0,7.14,161.502,149.492,160.322,168.202,1.0,6.12,184.49,185.61,185.61,185.61,201.84,1,0,0,0,0
300798,7.3,-0.95,0,93108012.66666667,0.0,4.88,7.52,7.16,7.34,7.37,1.0,-6.05,7.94,11.45,8.41,13.42,8.84,0,0,0,0,0
300801,25.57,0.39,0,130360554.0,0.0,2.75,25.77,25.07,25.2,25.47,1.0,-2.7,26.97,31.12,28.99,43.32,30.56,0,0,0,0,0
300814,160.15,-7.09,0,1612589040.0,0.0,5.76,166.58,156.66,163.47,172.37,1.0,6.77,174.44,175.98,175.98,175.98,206.84,1,1,0,0,0
300857,222.22,0.33,0,3446221895.3333335,0.0,3.66,226.36,218.25,220.0,221.5,1.0,-7.41,248.44,308.0,261.98,308.0,265.8,0,0,0,0,0
300809,32.46,-14.98,0,730785000.0000001,0.0,15.24,38.18,32.36,37.7,38.18,1.0,-11.48,39.5,43.5,41.79,43.5,45.82,0,0,0,0,0
300846,21.79,-2.64,0,617953754.0,0.0,7.02,23.22,21.65,22.32,22.38,1.0,-6.4,24.46,34.97,26.97,39.03,26.86,0,0,0,0,0
300890,32.86,-2.35,0,156059838.0,0.0,3.8,33.62,32.34,33.45,33.65,1.0,-6.54,35.96,40.94,37.09,44.68,40.38,0,0,0,0,0
300816,87.906,-1.98,0,178105026.4,0.0,4.6,89.626,85.496,89.626,89.686,1.0,-0.83,92.11,102.81,102.81,102.81,107.62,1,1,0,0,0
300867,19.78,-2.18,0,125032170.0,0.0,4.5,20.52,19.61,20.06,20.22,1.0,-6.92,22.38,24.01,22.38,25.38,24.26,0,0,0,0,0
300853,36.35,-3.25,0,196991966.0,0.0,5.14,37.58,35.65,37.56,37.57,1.0,-1.76,39.4,39.5,39.5,39.5,45.08,0,0,0,0,0
300918,12.51,-2.36,0,89129912.66666667,0.0,5.54,13.07,12.36,13.0,12.813,1.0,2.68,13.91,15.68,14.66,21.47,15.38,1,0,0,0,0
300969,104.66,-5.71,0,387633211.99999994,0.0,6.52,110.43,103.19,110.43,111.0,1.0,3.06,117.0,123.68,123.32,123.68,133.2,0,0,0,0,0
300903,66.0,-5.92,0,1070852193.3333334,0.0,6.7,70.2,65.5,70.14,70.15,1.0,-5.67,78.97,84.89,80.5,84.89,84.18,0,0,0,0,0
300910,33.1,-1.11,0,250454837.33333334,0.0,7.95,35.26,32.6,33.37,33.47,1.0,2.16,34.56,36.72,36.53,50.09,40.16,0,0,0,0,0
300984,58.37,-6.31,0,161424850.0,0.0,7.38,62.3,57.7,61.83,62.3,1.0,2.01,62.83,76.8,68.25,89.96,74.76,0,0,0,0,0
301000,34.26,-2.73,0,431493394.6666666,0.0,3.61,34.87,33.6,34.87,35.22,1.0,7.6,35.22,40.28,35.22,43.78,42.26,1,1,0,0,0
300873,22.74,2.8,0,109004659.99999999,0.0,4.93,22.86,21.77,21.77,22.12,1.0,7.52,22.69,24.53,23.6,27.44,26.54,0,0,0,0,0
301012,27.25,-3.54,0,233747723.99999997,0.0,4.04,28.15,27.01,27.96,28.25,1.0,-15.79,32.95,43.83,37.79,43.83,33.9,0,0,0,0,0
301005,99.85,-0.01,0,774698350.0000001,0.0,5.04,102.58,97.55,100.94,99.86,1.0,-2.88,106.66,141.85,114.25,163.17,119.83,0,0,0,0,0
300905,59.25,-1.27,0,329712261.3333333,0.0,2.73,60.3,58.66,59.3,60.01,1.0,0.42,60.63,77.03,64.33,82.7,72.01,0,0,0,0,0
300953,141.09,-3.22,0,965529886.6666665,0.0,5.27,146.2,138.51,144.0,145.79,1.0,-2.36,151.25,188.28,181.25,188.28,174.95,0,0,0,0,0
301021,115.6,7.97,0,1402485342.0000002,0.0,19.63,124.88,103.86,105.11,107.07,1.0,26.7,108.0,108.0,108.0,108.0,128.48,1,0,0,0,0
301041,32.82,-1.5,0,164284792.0,0.0,5.4,34.05,32.25,32.71,33.32,1.0,-2.23,34.88,36.86,36.49,36.86,39.98,0,0,0,0,0
300981,11.02,-0.99,0,41576908.333333336,0.0,3.86,11.33,10.9,11.15,11.13,1.0,-9.67,12.76,15.45,14.45,17.92,13.36,0,0,0,0,0
301042,76.49,4.42,0,151363613.33333334,0.0,5.99,76.65,72.26,73.0,73.25,1.0,-4.86,81.65,81.65,81.65,81.65,87.9,0,0,0,0,0
300919,49.27,-1.3,0,666576953.3333334,0.0,2.52,50.18,48.92,49.38,49.92,1.0,5.48,50.67,57.62,52.08,65.78,59.9,0,0,0,0,0
301013,61.9,1.53,0,3220508514.6666665,0.0,7.02,64.8,60.52,63.29,60.97,1.0,14.46,62.88,62.88,62.88,62.88,73.16,1,1,0,0,0
301117,25.03,-2.53,0,116829128.0,0.0,5.57,25.76,24.33,25.46,25.68,1.0,-5.97,27.1,33.67,28.63,60.34,30.82,0,0,0,0,0
301120,18.2,-9.0,0,380913957.0,0.0,9.25,19.88,18.03,19.61,20.0,1.0,-25.29,24.6,27.39,27.39,29.87,24.0,0,0,0,0,0
301091,18.48,1.04,0,227295719.99999997,0.0,7.11,19.31,18.01,18.06,18.29,1.0,1.37,18.7,23.05,19.9,30.36,21.95,0,0,0,0,0
301132,37.04,-4.14,0,242947600.66666663,0.0,7.51,39.2,36.3,38.0,38.64,1.0,-6.23,41.27,42.85,42.85,43.63,46.37,0,0,0,0,0
301092,46.94,2.04,0,232816653.00000003,0.0,8.28,48.5,44.69,45.5,46.0,1.0,-2.67,50.47,52.8,52.8,52.8,55.2,1,0,0,0,0
301085,62.05,-2.48,0,157939056.66666666,0.0,6.27,65.0,61.01,63.0,63.63,1.0,-7.84,69.94,89.09,81.68,89.09,76.36,0,0,0,0,0
301150,42.778,0.73,0,419332855.4,0.0,3.98,43.296,41.604,41.928,42.468,1.0,-3.46,45.67,60.25,49.53,60.25,50.96,0,0,0,0,0
301069,21.0,-2.28,0,351077232.33333325,0.0,4.14,21.83,20.94,21.29,21.49,1.0,12.3,21.98,24.28,22.19,33.75,25.79,0,0,0,0,0
301176,47.6,7.47,0,701384322.3333334,0.0,18.58,51.47,43.24,43.5,44.29,1.0,13.98,44.95,49.9,49.9,49.9,53.15,1,1,0,0,0
301188,49.96,-4.77,0,1116573808.0000002,0.0,7.85,52.4,48.28,52.0,52.463,1.0,18.24,57.78,57.78,57.78,57.78,62.96,1,0,0,0,0
301205,345.45,-0.59,0,2977673544.0,0.0,6.06,361.79,340.72,350.06,347.5,1.0,3.38,374.9,374.9,374.9,374.9,417.0,1,1,0,0,0
301226,33.31,-4.45,0,92128918.0,0.0,8.09,35.61,32.79,34.39,34.86,1.0,-5.98,36.14,42.7,41.44,49.94,41.83,0,0,0,0,0
301200,270.81,-6.19,0,1074925503.3333333,0.0,6.19,283.88,266.01,283.0,288.68,1.0,-5.31,304.86,309.49,309.49,309.49,346.42,0,0,0,0,0
301189,65.5,-1.4,0,345326017.3333333,0.0,4.92,67.67,64.4,65.24,66.43,1.0,-10.54,75.0,82.14,82.14,82.14,79.72,0,0,0,0,0
301235,70.22,2.08,0,407807500.0,0.0,9.33,72.0,65.58,67.35,68.79,1.0,3.85,73.41,79.69,73.41,79.69,82.55,0,0,0,0,0
301238,21.72,-2.82,0,294970596.6666667,0.0,4.12,22.55,21.63,22.35,22.35,1.0,-9.99,25.0,26.24,26.24,27.09,26.82,0,0,0,0,0
301217,122.8,0.03,0,4097552054.6666665,0.0,10.88,131.45,118.09,120.0,122.76,1.0,14.34,124.1,125.88,125.88,125.88,147.31,1,0,0,0,0
301199,19.08,-5.36,0,56838689.99999999,0.0,7.39,20.23,18.74,20.16,20.16,1.0,0.42,20.98,23.98,22.11,26.16,24.19,0,0,0,0,0
301232,117.65,-3.27,0,410355176.6666667,0.0,5.56,122.28,115.52,120.42,121.63,1.0,-9.56,135.6,181.59,146.39,187.31,145.96,0,0,0,0,0
301248,71.39,-4.38,0,329478783.99999994,0.0,4.94,74.19,70.5,74.0,74.66,1.0,-4.51,77.26,98.47,87.87,98.47,89.59,0,0,0,0,0
301259,22.96,-0.04,0,76844446.00000001,0.0,4.79,23.44,22.34,22.68,22.97,1.0,-4.96,24.64,31.13,26.04,31.13,27.56,0,0,0,0,0
301251,45.83,-5.51,0,254411303.00000003,0.0,6.64,48.5,45.28,47.8,48.5,1.0,-7.17,53.2,55.51,55.51,55.51,58.2,0,0,0,0,0
301292,63.07,-2.07,0,418576309.6666666,0.0,5.62,65.97,62.35,63.85,64.4,1.0,-8.87,70.32,85.68,74.22,106.86,77.28,0,0,0,0,0
301297,43.65,0.18,0,733895916.0000001,0.0,5.49,44.74,42.35,42.67,43.57,1.0,0.46,46.5,57.54,47.56,57.54,52.28,1,1,0,0,0
301349,56.02,-4.7,0,266943338.66666672,0.0,4.76,57.88,55.08,57.61,58.78,1.0,-8.24,64.52,67.78,67.78,67.78,70.54,0,0,0,0,0
301261,87.13,-3.54,0,251770706.0,0.0,6.07,90.68,85.2,88.74,90.33,1.0,4.43,92.99,104.56,103.72,113.87,108.4,0,0,0,0,0
301338,148.764,-6.64,0,736295388.8,0.0,6.0,155.907,146.343,155.907,159.336,1.0,-16.13,192.44,192.44,192.44,192.44,191.2,1,0,0,0,0
301358,68.05,-2.28,0,1064322354.0000002,0.0,5.27,70.98,67.31,69.3,69.64,1.0,-17.73,83.85,100.6,90.63,109.64,83.57,0,0,0,0,0
301306,124.27,-3.73,0,298818072.0,0.0,6.04,129.98,122.19,128.34,129.08,1.0,-7.46,139.88,165.94,139.88,188.5,154.9,0,0,0,0,0
301325,38.69,-8.3,0,202943104.00000003,0.0,9.36,41.91,37.96,41.66,42.19,1.0,-11.36,46.91,52.31,52.31,67.0,50.63,0,0,0,0,0
301326,134.03,-1.87,0,172990654.99999997,0.0,5.21,137.37,130.25,136.73,136.59,1.0,-3.45,155.99,199.86,172.9,199.86,163.91,0,0,0,0,0
301377,432.2,-1.62,0,2027730510.0000002,0.0,5.1,437.0,414.58,433.64,439.3,1.0,12.34,443.99,443.99,443.99,443.99,527.16,1,0,0,0,0
301369,179.0,-1.26,0,243015500.0,0.0,3.57,181.28,174.8,181.28,181.28,1.0,-2.24,195.5,211.35,211.19,211.35,217.54,0,0,0,0,0
301413,85.93,-5.92,0,439528485.33333325,0.0,7.02,91.5,85.09,90.3,91.34,1.0,4.41,95.0,110.29,110.29,137.45,109.61,0,0,0,0,0
301468,45.83,-4.5,0,429679530.0,0.0,5.42,47.98,45.38,47.36,47.99,1.0,5.82,54.0,54.0,54.0,61.92,57.59,1,0,0,0,0
301368,46.41,-4.9,0,161173785.0,0.0,6.89,48.99,45.63,47.91,48.8,1.0,3.09,51.4,57.93,53.99,74.0,58.56,1,0,0,0,0
301487,21.65,-5.09,0,290670432.0,0.0,6.88,22.88,21.31,22.58,22.81,1.0,-10.91,25.34,27.19,26.96,28.75,27.37,0,0,0,0,0
301517,52.11,-3.34,0,165262878.0,0.0,5.43,54.4,51.47,53.54,53.91,1.0,-5.87,56.88,72.24,61.46,103.99,64.69,0,0,0,0,0
301366,45.86,-2.49,0,497193599.9999999,0.0,5.36,47.9,45.38,45.78,47.03,1.0,-15.32,56.66,56.66,56.66,56.66,56.44,1,0,0,0,0
301392,157.72,-2.76,0,487229573.33333325,0.0,5.3,164.2,155.6,159.2,162.2,1.0,-3.72,178.84,216.18,200.01,216.18,194.64,0,0,0,0,0
301500,24.57,1.03,0,230064114.0,0.0,4.56,24.78,23.67,23.85,24.32,1.0,-8.01,27.98,32.6,27.98,33.16,29.18,0,0,0,0,0
301511,137.1,0.22,0,4529757669.333334,0.0,8.01,140.55,129.59,132.58,136.8,1.0,10.09,138.87,138.87,138.87,138.87,164.16,1,1,0,0,0
301526,25.21,-0.59,0,4630939966.666667,0.0,5.28,25.89,24.55,24.81,25.36,1.0,14.54,25.4,25.4,25.4,25.4,30.43,1,1,0,0,0
301396,175.0,5.42,0,4321521942.666666,0.0,9.15,176.99,161.8,165.01,166.0,1.0,0.92,178.0,251.64,203.35,266.0,199.2,0,0,0,0,0
301550,108.97,-8.9,0,1210253074.3333335,0.0,10.52,120.61,108.03,118.19,119.62,1.0,-1.6,128.58,143.24,140.41,146.57,143.54,0,0,0,0,0
301486,213.58,-5.59,0,1193133750.0,0.0,3.92,217.52,208.65,217.0,226.23,1.0,-7.93,261.85,299.9,299.9,299.9,271.48,0,0,0,0,0
301522,25.61,-2.14,0,113086560.00000001,0.0,3.48,26.35,25.44,26.0,26.17,1.0,-3.39,28.26,33.9,30.91,50.76,31.4,0,0,0,0,0
301536,85.7,4.92,0,1044544806.6666666,0.0,5.61,87.38,82.8,83.33,81.68,1.0,7.56,82.45,96.2,93.48,96.2,98.02,0,0,0,0,0
301565,27.49,6.22,0,581981519.0,0.0,9.04,27.49,25.15,25.2,25.88,1.0,7.26,26.65,30.0,30.0,33.33,31.06,1,0,0,0,0
301589,141.9,-1.38,0,81380346.66666666,0.0,3.5,144.98,139.94,142.49,143.89,1.0,-6.26,155.33,191.44,179.74,219.02,172.67,0,0,0,0,0
301596,56.286,-2.72,0,119733377.50000001,0.0,7.16,59.636,55.493,57.043,57.857,1.0,7.34,59.71,67.0,61.58,67.0,69.43,0,0,0,0,0
301629,370.92,3.52,0,812624253.3333334,0.0,9.46,386.88,353.0,356.19,358.3,1.0,2.08,380.0,437.75,414.75,437.75,429.96,0,0,0,0,0
301662,87.53,-3.74,0,157345313.33333334,0.0,5.49,90.99,86.0,90.24,90.93,1.0,-8.97,98.55,129.59,114.06,143.03,109.12,0,0,0,0,0
301566,33.38,-3.44,0,1039226960.0,0.0,9.78,36.18,32.8,34.14,34.57,1.0,-13.32,40.6,40.6,40.6,40.6,41.48,1,0,0,0,0
301678,57.93,5.12,0,316846629.0,0.0,13.72,61.77,54.21,54.23,55.11,1.0,7.68,56.65,70.5,66.0,89.35,66.13,0,0,0,0,0
600067,2.87,-0.69,0,52464856.666666664,0.0,2.77,2.9,2.82,2.89,2.89,1.0,-5.93,3.12,3.58,3.15,5.12,3.18,0,0,0,0,0
600096,28.7,-0.24,0,696419850.0000001,0.0,2.78,29.1,28.3,28.3,28.77,1.0,-7.48,31.45,33.76,32.76,44.42,31.65,0,0,0,0,0
301630,299.5,8.25,0,1261019232.0,0.0,12.27,315.96,282.02,282.02,276.67,1.0,22.24,276.67,289.0,289.0,289.0,332.0,1,1,0,0,0
600031,18.85,-5.37,0,2404673450.666667,0.0,6.58,19.99,18.68,19.92,19.92,1.0,4.96,19.99,21.55,19.99,24.29,21.91,0,0,0,0,0
600089,22.66,-3.62,0,3233013783.9999995,0.0,2.81,23.09,22.43,23.09,23.51,1.0,-13.61,26.44,29.67,26.59,33.28,25.86,0,0,0,0,0
600030,27.37,0.44,0,4919218623.0,0.0,1.47,27.56,27.16,27.28,27.25,1.0,9.0,27.4,27.4,27.4,29.55,29.98,0,0,0,0,0
600108,3.29,0.3,0,240783633.0,0.0,4.27,3.39,3.25,3.26,3.28,1.0,-4.36,3.49,4.31,3.61,7.17,3.61,0,0,0,0,0
600104,11.09,-2.03,0,726035499.0,0.0,2.65,11.3,11.0,11.25,11.32,1.0,-8.2,12.27,13.44,12.35,16.17,12.45,0,0,0,0,0
600110,12.2,3.3,0,2728978959.3333335,0.0,6.6,12.58,11.8,12.38,11.81,1.0,1.33,12.73,13.19,13.19,13.19,12.99,1,1,0,0,0
600105,52.285,-8.09,0,6876732049.499999,0.0,8.56,56.465,51.595,55.685,56.885,1.0,0.73,59.7,59.7,59.7,59.7,62.57,1,0,0,0,0
600141,29.75,3.8,0,866496079.0000001,0.0,6.28,29.92,28.12,28.19,28.66,1.0,-5.85,32.15,34.87,34.11,45.49,31.53,0,0,0,0,0
600143,15.86,-5.31,0,941579559.0,0.0,5.07,16.66,15.81,16.39,16.75,1.0,-3.7,17.44,18.99,18.79,22.01,18.43,0,0,0,0,0
600111,46.98,-2.95,0,3854860214.666667,0.0,4.52,49.07,46.88,47.67,48.41,1.0,-5.45,50.85,56.19,50.98,63.44,53.25,0,0,0,0,0
600116,6.35,-3.05,0,219820934.99999997,0.0,2.75,6.49,6.31,6.49,6.55,1.0,-9.42,7.06,7.11,7.11,7.3,7.21,0,0,0,0,0
600156,9.2,-1.71,0,112305141.33333331,0.0,4.49,9.45,9.03,9.36,9.36,1.0,-7.26,10.38,15.61,11.5,15.61,10.3,1,0,0,0,0
600118,77.62,-2.79,0,2887692495.9999995,0.0,6.85,82.18,76.71,79.9,79.85,1.0,-4.85,86.66,113.3,86.66,127.77,87.83,0,0,0,0,0
600160,40.01,7.15,0,4179614938.0000005,0.0,9.72,40.62,36.99,37.05,37.34,1.0,4.17,40.56,40.56,40.56,43.54,41.07,1,0,0,0,0
600157,1.65,-3.51,0,1354996243.3333333,0.0,3.51,1.7,1.64,1.7,1.71,1.0,-10.81,1.87,1.89,1.89,2.1,1.88,0,0,0,0,0
600186,11.62,0.69,0,3846089869.9999995,0.0,7.97,11.8,10.88,11.15,11.54,1.0,21.68,11.54,13.7,13.23,13.7,12.69,1,1,0,0,0
600210,6.44,0.47,0,64232116.66666667,0.0,1.4,6.45,6.36,6.4,6.41,1.0,-2.42,6.66,6.97,6.73,8.22,7.05,0,0,0,0,0
600206,32.24,16.58,1,3568598322.0000005,0.0,12.8,32.24,28.7,28.7,27.654,1.0,16.08,30.29,33.32,31.5,33.34,30.42,1,0,1,1,0
600188,23.49,-4.9,0,1855564039.9999998,0.0,7.41,25.0,23.17,24.56,24.7,1.0,-9.55,27.8,27.8,27.8,27.8,27.17,1,0,0,0,0
600183,146.9,-0.39,0,14261296391.999998,0.0,6.69,154.5,144.64,147.0,147.47,1.0,4.73,147.47,147.47,147.47,147.47,162.22,1,1,0,0,0
600219,4.56,-0.65,0,642667999.9999998,0.0,3.05,4.59,4.45,4.51,4.59,1.0,-13.47,5.33,5.74,5.66,8.31,5.05,0,0,0,0,0
600170,2.42,-0.82,0,253571891.66666666,0.0,2.05,2.44,2.39,2.43,2.44,1.0,-4.35,2.58,2.71,2.64,3.26,2.68,0,0,0,0,0
600246,16.63,-0.72,0,2267402366.6666665,0.0,8.42,17.09,15.68,16.5,16.75,1.0,-3.03,18.87,18.87,18.87,18.87,18.43,1,0,0,0,0
600167,5.87,-0.68,0,71570957.66666667,0.0,2.37,5.89,5.75,5.88,5.91,1.0,-13.93,6.92,7.11,6.94,9.7,6.5,0,0,0,0,0
600301,55.05,0.29,0,743587125.0,0.0,5.47,56.1,53.1,53.63,54.89,1.0,-16.79,69.37,69.37,69.37,77.38,60.38,1,0,0,0,0
600343,24.37,-3.26,0,759929053.3333334,0.0,6.19,25.38,23.82,24.81,25.19,1.0,-5.54,27.55,40.5,30.02,50.88,27.71,0,0,0,0,0
600345,57.64,-2.06,0,1374615177.0000002,0.0,7.05,60.15,56.0,58.0,58.85,1.0,7.44,58.85,61.5,58.85,61.68,64.74,1,1,0,0,0
600346,16.38,0.43,0,466535159.0,0.0,3.62,16.62,16.03,16.22,16.31,1.0,-6.45,17.85,22.94,18.59,26.97,17.94,0,0,0,0,0
600338,16.63,0.42,0,1147911314.9999998,0.0,6.76,17.45,16.33,16.38,16.56,1.0,-6.63,18.25,23.65,19.8,28.28,18.22,0,0,0,0,0
600352,10.69,-0.47,0,616089577.9999999,0.0,6.7,11.2,10.48,10.89,10.74,1.0,-3.08,11.16,12.49,11.7,17.01,11.81,0,0,0,0,0
600309,67.9,-1.95,0,1907807961.6666667,0.0,3.34,69.59,67.28,68.5,69.25,1.0,-8.45,75.08,84.4,76.53,95.75,76.18,0,0,0,0,0
600330,29.08,-1.29,0,3824045085.0,0.0,6.01,30.15,28.38,29.3,29.46,1.0,-7.68,33.7,35.55,34.82,35.55,32.41,1,1,0,0,0
600362,40.49,-2.1,0,1534585466.6666665,0.0,3.02,40.9,39.65,40.25,41.36,1.0,-15.68,49.48,51.88,49.48,70.7,45.5,1,0,0,0,0
600367,58.88,5.99,0,3184384285.666667,0.0,8.73,59.08,54.23,55.1,55.55,1.0,51.64,55.58,55.58,55.58,55.58,61.11,1,0,0,0,0
600378,57.688,10.07,1,3491919022.3333335,0.0,8.68,57.688,53.138,53.608,52.408,1.0,39.82,53.25,53.25,53.25,53.25,57.65,0,0,1,1,0
600373,7.73,1.44,0,142547300.0,0.0,4.99,7.95,7.57,7.58,7.62,1.0,6.62,7.66,8.22,7.67,11.89,8.38,0,0,0,0,0
600397,13.82,-1.78,0,544115838.0,0.0,5.69,14.4,13.6,14.02,14.07,1.0,-1.78,14.28,15.38,15.12,22.6,15.48,0,0,0,0,0
600418,32.32,-1.31,0,1509375367.9999998,0.0,4.09,33.5,32.16,32.87,32.75,1.0,-7.13,35.98,49.69,41.14,58.79,36.03,0,0,0,0,0
600409,5.99,-0.99,0,161118714.66666666,0.0,3.14,6.14,5.95,6.0,6.05,1.0,-5.52,6.72,8.03,6.72,9.5,6.66,0,0,0,0,0
600392,23.83,1.75,0,2236681449.0,0.0,7.43,24.91,23.17,23.42,23.42,1.0,4.24,24.5,26.73,24.5,33.68,25.76,0,0,0,0,0
600487,106.88,1.77,0,22810422646.333332,0.0,5.3,109.99,104.42,106.0,105.02,1.0,16.9,105.02,105.02,105.02,105.02,115.52,1,1,0,0,0
600470,5.15,-1.53,0,78845292.33333333,0.0,3.82,5.29,5.09,5.19,5.23,1.0,-6.02,5.58,6.7,5.73,9.44,5.75,0,0,0,0,0
600497,8.21,-2.84,0,897039726.0,0.0,2.72,8.3,8.07,8.24,8.45,1.0,-17.9,10.29,11.31,10.29,11.86,9.29,0,0,0,0,0
600480,9.82,-3.25,0,200961411.0,0.0,4.83,10.19,9.7,10.1,10.15,1.0,-6.92,10.93,12.1,11.81,12.98,11.17,0,0,0,0,0
600498,55.7,-5.35,0,6615978750.0,0.0,7.39,58.7,54.35,58.0,58.85,1.0,7.07,59.45,62.99,59.45,62.99,64.74,0,0,0,0,0
600499,14.65,-2.53,0,336047667.3333333,0.0,4.92,15.18,14.44,14.9,15.03,1.0,-6.63,15.84,18.35,16.54,20.48,16.53,0,0,0,0,0
600460,33.53,-3.43,0,2058087194.666667,0.0,4.18,34.47,33.02,33.87,34.72,1.0,-3.37,36.25,39.14,39.14,39.14,38.19,0,0,0,0,0
600489,20.48,-2.8,0,1701050757.3333335,0.0,3.32,20.72,20.02,20.11,21.07,1.0,-11.46,23.47,27.34,24.68,41.48,23.18,0,0,0,0,0
600520,28.88,-0.76,0,256157008.0,0.0,3.99,29.42,28.26,28.49,29.1,1.0,-1.77,30.98,39.99,39.99,39.99,32.01,0,0,0,0,0
600500,6.55,10.08,1,205924140.0,0.0,0.0,6.55,6.55,6.55,5.95,1.0,9.72,6.37,6.49,6.37,6.49,6.55,1,1,0,2,1
600522,50.2,-7.86,0,19589033836.0,0.0,8.46,53.79,49.18,52.5,54.48,1.0,11.61,54.48,54.48,54.48,54.48,59.93,1,1,0,0,0
600501,17.58,-2.33,0,81328490.66666667,0.0,4.56,18.18,17.36,17.83,18.0,1.0,-4.77,18.8,24.54,19.98,39.97,19.8,0,0,0,0,0
301389,80.26,-1.23,0,769825187.9999999,0.0,5.96,82.98,78.14,79.01,81.26,1.0,-2.01,88.61,92.77,92.77,92.77,97.51,1,0,0,0,0
600549,63.35,-0.28,0,5647517994.666667,0.0,6.88,65.87,61.5,62.7,63.53,1.0,6.27,65.5,65.5,65.5,81.16,69.88,0,0,0,0,0
600552,20.63,-9.08,0,2817744094.0000005,0.0,5.95,21.85,20.5,21.78,22.69,1.0,11.51,23.83,23.83,23.83,23.83,24.96,1,0,0,0,0
600584,74.05,-1.65,0,11168423135.999998,0.0,5.27,76.44,72.47,73.5,75.29,1.0,-7.59,82.89,94.9,94.9,94.9,82.82,0,0,0,0,0
600589,9.95,-2.36,0,1217961474.6666665,0.0,6.58,10.52,9.85,10.02,10.19,1.0,-8.04,11.2,14.58,12.17,15.25,11.21,1,0,0,0,0
600550,11.88,-3.1,0,465571058.3333333,0.0,3.34,12.14,11.73,12.07,12.26,1.0,-9.04,13.49,17.32,13.98,19.58,13.49,0,0,0,0,0
600592,18.145,-10.06,0,357914438.8333333,0.0,9.17,19.995,18.145,19.965,20.175,1.0,-10.46,20.8,21.91,21.46,30.36,22.19,0,0,0,0,0
600596,14.83,-0.07,0,1851901409.0,0.0,7.28,15.82,14.74,15.12,14.84,1.0,3.71,15.01,15.01,15.01,15.01,16.32,1,1,0,0,0
600604,4.19,-1.64,0,42367112.0,0.0,3.05,4.3,4.17,4.18,4.26,1.0,-3.68,4.47,5.94,4.8,6.36,4.69,0,0,0,0,0
600619,14.5,-0.14,0,254686944.0,0.0,3.99,14.7,14.12,14.36,14.52,1.0,-2.49,15.24,19.79,16.99,23.65,15.97,0,0,0,0,0
600635,4.91,-0.61,0,142617639.33333334,0.0,2.23,4.99,4.88,4.93,4.94,1.0,-5.94,5.32,6.24,6.24,8.4,5.43,0,0,0,0,0
600633,11.22,-3.86,0,293219669.0,0.0,4.37,11.59,11.08,11.43,11.67,1.0,-6.81,12.19,14.16,12.7,17.62,12.84,0,0,0,0,0
600637,8.74,-2.46,0,347132159.6666667,0.0,3.24,8.98,8.69,8.89,8.96,1.0,-6.22,9.51,11.44,10.88,16.12,9.86,0,0,0,0,0
600667,15.92,1.99,0,5353597750.666668,0.0,14.48,16.64,14.38,15.01,15.61,1.0,7.06,17.18,17.18,17.18,17.18,17.17,1,0,0,0,0
600666,4.52,-0.66,0,697478145.0,0.0,5.93,4.7,4.43,4.5,4.55,1.0,-6.61,5.07,6.33,5.07,7.57,5.0,0,0,0,0,0
600673,33.3,-4.06,0,2154899308.0,0.0,3.69,34.06,32.78,33.99,34.71,1.0,-4.28,36.0,40.55,40.55,42.83,38.18,1,1,0,0,0
600640,11.13,0.09,0,100774125.0,0.0,5.22,11.6,11.02,11.05,11.12,1.0,-4.13,11.8,14.6,12.55,16.5,12.23,0,0,0,0,0
600699,24.2,-6.24,0,1110945177.3333333,0.0,6.12,25.48,23.9,25.4,25.81,1.0,-10.14,27.29,32.95,32.95,33.41,28.39,0,0,0,0,0
600707,11.33,-9.0,0,3038439144.0,0.0,7.63,12.18,11.23,12.01,12.45,1.0,8.73,12.62,12.83,12.83,12.83,13.7,0,0,0,0,0
