代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近5日最高,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
002725,12.88,-0.85,0,115357968.00000001,0.0,4.08,12.99,12.46,12.97,12.99,1.0,-12.74,15.8,18.13,16.79,21.18,14.29,0,0,0,0,0
002734,15.32,-3.65,0,202888505.99999997,0.0,5.41,16.06,15.2,15.7,15.9,1.0,-9.51,17.58,17.58,17.58,22.34,17.49,0,0,0,0,0
002733,32.06,-9.99,0,1000522687.0000001,0.0,9.01,35.27,32.06,35.27,35.62,1.0,7.04,35.96,35.96,35.96,35.96,39.18,1,0,0,0,0
002738,57.15,-0.42,0,2539400122.6666665,0.0,7.82,60.63,56.14,57.4,57.39,1.0,-5.44,61.01,87.55,68.7,100.36,63.13,0,0,0,0,0
002747,35.8,-4.61,0,7178861286.000002,0.0,12.23,39.9,35.31,39.66,37.53,1.0,23.28,37.53,37.53,37.53,37.53,41.28,1,1,0,0,0
002748,10.66,-2.56,0,69411432.33333333,0.0,5.58,11.14,10.53,10.9,10.94,1.0,-2.2,11.24,12.83,11.53,15.74,12.03,0,0,0,0,0
002792,36.975,-6.9,0,1085854781.0,0.0,9.52,39.605,35.825,39.185,39.715,1.0,-7.55,43.2,54.17,47.77,73.33,43.69,0,0,0,0,0
002782,23.37,-5.84,0,337620378.6666667,0.0,6.97,24.81,23.08,24.8,24.82,1.0,-7.99,27.33,31.23,31.23,31.23,27.3,0,0,0,0,0
002796,41.5,-0.74,0,606757404.0,0.0,7.85,42.6,39.32,41.03,41.81,1.0,-15.68,50.6,59.41,54.74,67.88,45.99,0,0,0,0,0
002756,59.88,-1.09,0,1431815337.0,0.0,6.59,63.56,59.57,60.39,60.54,1.0,-1.92,61.97,80.01,67.49,89.49,66.59,0,0,0,0,0
002779,80.39,1.76,0,481046472.0,0.0,7.42,80.5,74.64,78.17,79.0,1.0,16.91,79.41,82.3,79.41,144.0,86.9,0,0,0,0,0
002805,20.05,-1.62,0,169032547.99999997,0.0,3.48,20.55,19.84,20.1,20.38,1.0,-4.3,21.3,27.3,22.33,27.3,22.42,0,0,0,0,0
002759,25.91,-1.97,0,563491914.6666666,0.0,3.97,26.65,25.6,26.09,26.43,1.0,-5.92,27.99,39.6,31.58,55.98,29.07,0,0,0,0,0
002812,61.02,-3.05,0,1196848422.0,0.0,4.7,63.58,60.62,62.5,62.94,1.0,-8.05,68.06,82.83,74.42,87.71,69.23,0,0,0,0,0
002765,7.77,-3.72,0,88535466.66666666,0.0,4.34,8.04,7.69,7.95,8.07,1.0,-4.07,8.34,9.87,8.93,14.23,8.88,0,0,0,0,0
002829,21.01,-2.87,0,141262291.6666667,0.0,4.44,21.66,20.7,21.5,21.63,1.0,-7.16,23.65,27.7,27.38,35.69,23.79,0,0,0,0,0
002815,17.49,-4.22,0,1502778783.9999995,0.0,7.72,18.48,17.07,17.9,18.26,1.0,2.94,18.49,18.49,18.49,18.49,20.09,0,0,0,0,0
002741,28.55,0.85,0,1365183510.0,0.0,3.92,28.97,27.86,28.38,28.31,1.0,1.17,29.18,31.16,31.16,31.16,31.14,1,1,0,0,0
002842,35.622,4.4,0,2002364017.3333333,0.0,9.5,36.152,32.912,33.202,34.122,1.0,5.23,34.94,41.24,34.94,48.36,37.53,0,0,0,0,0
002846,11.48,-1.88,0,45689521.33333333,0.0,3.08,11.7,11.34,11.54,11.7,1.0,-4.97,12.33,15.38,13.24,22.57,12.87,0,0,0,0,0
002885,39.36,-5.88,0,543188303.0,0.0,5.86,41.5,39.05,41.07,41.82,1.0,-6.71,44.18,55.77,51.28,55.77,46.0,0,0,0,0,0
002851,145.61,-10.0,0,6068444998.0,0.0,4.57,153.0,145.61,151.55,161.79,1.0,-7.83,163.63,163.63,163.63,163.63,177.97,1,0,0,0,0
002892,10.43,-3.52,0,138668328.00000003,0.0,4.53,10.81,10.32,10.75,10.81,1.0,2.56,11.27,12.33,12.33,13.83,11.89,1,0,0,0,0
002896,90.62,-0.08,0,2243782573.0,0.0,6.41,93.84,88.03,88.8,90.69,1.0,14.85,95.4,95.4,95.4,95.4,99.76,1,0,0,0,0
002882,20.12,-2.09,0,57598616.0,0.0,3.02,20.53,19.91,20.23,20.55,1.0,-8.17,22.34,26.8,23.8,37.52,22.61,0,0,0,0,0
002850,187.53,2.42,0,1563280229.3333333,0.0,6.32,187.88,176.31,181.89,183.1,1.0,9.25,187.5,214.16,200.56,214.16,201.41,0,0,0,0,0
002915,20.57,1.48,0,280311791.3333334,0.0,6.91,21.2,19.8,19.86,20.27,1.0,7.81,20.97,25.41,21.2,29.0,22.3,0,0,0,0,0
002886,28.7,2.57,0,554413036.6666667,0.0,8.22,29.45,27.15,27.42,27.98,1.0,-0.97,30.24,34.75,34.75,34.75,30.78,0,0,0,0,0
002859,82.58,-6.51,0,2445304277.6666665,0.0,6.12,86.7,81.29,86.66,88.33,1.0,-4.77,95.36,95.36,95.36,95.36,97.16,1,1,0,0,0
002916,383.06,-3.26,0,4360097262.666666,0.0,5.0,394.3,374.5,392.0,395.96,1.0,0.28,406.7,430.59,430.59,430.59,435.56,0,0,0,0,0
002938,110.06,-3.96,0,4861293826.666667,0.0,7.58,113.99,105.3,111.5,114.6,1.0,2.57,116.34,121.97,116.34,121.97,126.06,0,0,0,0,0
002925,21.3,-2.52,0,289545043.3333334,0.0,4.58,22.0,21.0,21.61,21.85,1.0,-5.16,23.06,23.06,23.06,24.07,24.04,1,0,0,0,0
002929,60.35,-2.76,0,1132152052.0,0.0,5.74,63.3,59.74,62.1,62.06,1.0,-11.74,70.48,100.09,84.96,100.09,68.27,0,0,0,0,0
002962,21.35,2.35,0,1005008120.9999999,0.0,11.31,21.56,19.2,20.07,20.86,1.0,2.64,22.02,22.02,22.02,22.02,22.95,1,0,0,0,0
002965,42.5,-0.98,0,585507504.0,0.0,3.73,43.63,42.03,42.47,42.92,1.0,15.4,43.49,43.49,43.49,43.49,47.21,1,0,0,0,0
002979,52.52,-4.27,0,889985682.6666666,0.0,6.64,55.44,51.8,54.12,54.86,1.0,0.04,57.27,66.94,60.28,66.94,60.35,0,0,0,0,0
002922,33.81,-7.87,0,989614500.3333334,0.0,7.79,36.46,33.6,36.01,36.7,1.0,-15.48,41.35,48.57,48.57,49.18,40.37,0,0,0,0,0
002971,47.95,10.0,1,356445109.3333333,0.0,0.02,47.95,47.94,47.95,43.59,1.0,41.07,43.59,45.33,43.59,45.33,47.95,1,1,0,2,1
003009,56.87,-3.82,0,604167570.0,0.0,9.64,60.7,55.0,57.25,59.13,1.0,10.86,62.0,66.08,62.0,100.6,65.04,1,0,0,0,0
003021,101.5,-5.02,0,624845497.0000001,0.0,7.03,107.8,100.29,105.87,106.87,1.0,4.79,107.5,117.11,116.2,136.81,117.56,0,0,0,0,0
003031,160.26,-0.47,0,2267108269.333333,0.0,4.1,160.6,154.0,156.4,161.01,1.0,11.8,162.0,175.53,162.0,175.53,177.11,0,0,0,0,0
003043,80.62,21.0,1,1090382949.3333335,0.0,10.69,80.62,73.5,74.81,66.63,1.0,35.18,71.21,71.21,71.21,71.21,73.29,1,0,1,1,1
003033,52.92,-6.93,0,121683654.0,0.0,6.19,56.39,52.87,56.39,56.86,1.0,-18.25,67.5,67.5,67.5,80.1,62.55,0,0,0,0,0
300019,16.95,-0.7,0,89939855.66666666,0.0,3.51,17.26,16.66,16.81,17.07,1.0,0.41,17.52,19.37,19.28,26.35,20.48,0,0,0,0,0
300007,42.12,-6.75,0,778700351.0,0.0,7.33,45.11,41.8,44.45,45.17,1.0,2.21,45.44,52.45,50.06,67.83,54.2,0,0,0,0,0
003022,24.15,0.71,0,560387953.9999999,0.0,4.84,24.4,23.24,23.56,23.98,1.0,-6.61,26.25,27.49,26.98,27.49,26.38,0,0,0,0,0
002985,27.43,-2.28,0,102094859.99999999,0.0,3.78,28.29,27.23,27.8,28.07,1.0,-7.74,30.19,35.76,32.4,46.84,30.88,0,0,0,0,0
300041,13.71,-0.22,0,502042734.0,0.0,4.0,13.85,13.3,13.46,13.74,1.0,0.37,14.35,16.08,16.08,16.08,16.49,0,0,0,0,0
300035,16.97,-2.92,0,392858480.0,0.0,5.03,17.68,16.8,17.3,17.48,1.0,4.17,17.5,20.28,18.25,28.55,20.98,0,0,0,0,0
300037,72.15,-2.84,0,2227579866.666667,0.0,5.04,73.86,70.12,73.0,74.26,1.0,1.55,79.97,80.88,80.88,80.88,89.11,1,0,0,0,0
300042,63.67,-3.0,0,1147914220.6666667,0.0,5.82,66.83,63.01,64.0,65.64,1.0,6.72,70.2,76.99,70.2,76.99,78.77,1,0,0,0,0
002935,19.48,3.29,0,189050199.33333337,0.0,6.89,19.82,18.52,18.58,18.86,1.0,2.42,19.53,21.95,21.27,27.65,20.75,0,0,0,0,0
300065,18.41,-3.56,0,524798999.9999999,0.0,4.87,19.16,18.23,18.93,19.09,1.0,-8.82,20.68,25.98,23.57,32.13,22.91,0,0,0,0,0
300054,70.94,2.81,0,2652814779.6666665,0.0,6.33,71.8,67.43,67.9,69.0,1.0,0.91,74.75,81.48,79.14,81.48,82.8,0,0,0,0,0
300045,18.09,-1.84,0,335823920.00000006,0.0,5.91,18.98,17.89,18.46,18.43,1.0,-4.08,19.38,26.55,21.44,38.6,22.12,0,0,0,0,0
300052,12.26,2.34,0,352312060.3333334,0.0,9.27,12.49,11.38,11.9,11.98,1.0,10.15,13.27,16.33,13.7,16.85,14.38,1,0,0,0,0
300057,8.43,-1.29,0,375522444.0,0.0,3.75,8.54,8.22,8.41,8.54,1.0,-5.6,9.48,9.52,9.48,10.25,10.25,0,0,0,0,0
300073,48.41,-2.54,0,552404002.3333334,0.0,4.31,49.85,47.71,49.38,49.67,1.0,-10.02,55.12,62.71,59.72,70.9,59.6,0,0,0,0,0
300067,5.26,-1.5,0,218596770.00000003,0.0,5.43,5.48,5.19,5.3,5.34,1.0,-6.41,5.69,7.54,6.26,8.18,6.41,0,0,0,0,0
300075,12.33,-1.04,0,109642039.99999999,0.0,5.06,12.75,12.12,12.31,12.46,1.0,-1.44,12.68,14.34,13.46,18.19,14.95,0,0,0,0,0
300082,8.92,-1.11,0,71675724.99999999,0.0,4.55,9.18,8.77,9.0,9.02,1.0,-6.01,9.72,11.85,10.85,14.38,10.82,0,0,0,0,0
300088,8.12,-5.03,0,1926508298.9999998,0.0,3.86,8.35,8.02,8.33,8.55,1.0,13.09,8.8,8.8,8.8,8.8,10.26,1,0,0,0,0
300111,3.12,-1.89,0,67849521.66666669,0.0,4.09,3.18,3.05,3.15,3.18,1.0,-6.31,3.36,4.16,3.54,9.64,3.82,0,0,0,0,0
300102,22.8,-3.51,0,662860276.0,0.0,4.1,23.47,22.5,23.39,23.63,1.0,-7.17,26.11,32.91,26.38,46.75,28.36,0,0,0,0,0
300053,15.97,-5.67,0,425707306.6666666,0.0,7.74,17.05,15.74,16.6,16.93,1.0,0.5,17.6,20.85,17.96,25.86,20.32,0,0,0,0,0
300113,19.62,-2.05,0,417931966.6666666,0.0,5.29,20.47,19.41,19.88,20.03,1.0,-7.15,21.82,30.54,23.68,31.76,24.04,0,0,0,0,0
300100,29.98,-5.16,0,351280380.0,0.0,5.38,31.4,29.7,31.12,31.61,1.0,2.5,32.88,36.37,36.37,42.14,37.93,0,0,0,0,0
300124,70.1,-6.03,0,3800558894.6666665,0.0,5.63,73.71,69.51,73.5,74.6,1.0,-7.73,77.63,83.55,83.55,83.55,89.52,0,0,0,0,0
300129,9.2,-3.56,0,186609192.00000003,0.0,5.03,9.5,9.02,9.45,9.54,1.0,-7.91,10.48,12.73,10.97,18.42,11.45,0,0,0,0,0
300121,13.37,0.6,0,246871700.6666667,0.0,5.94,13.82,13.03,13.03,13.29,1.0,9.59,13.85,13.88,13.85,16.62,15.95,0,0,0,0,0
300118,13.49,-0.66,0,693923809.0,0.0,6.63,13.7,12.8,13.36,13.58,1.0,-2.32,14.58,20.3,16.69,25.99,16.3,0,0,0,0,0
300133,7.32,-1.08,0,667043754.0,0.0,5.0,7.64,7.27,7.36,7.4,1.0,-7.11,8.01,10.91,9.33,11.44,8.88,0,0,0,0,0
300136,96.39,-6.42,0,7327538157.999998,0.0,8.35,103.9,95.3,100.86,103.0,1.0,0.83,110.18,124.55,115.8,124.55,123.6,0,0,0,0,0
300137,17.33,-4.36,0,465831140.99999994,0.0,6.29,17.87,16.73,17.85,18.12,1.0,-6.83,19.98,21.3,19.98,21.3,21.74,0,0,0,0,0
300209,23.99,1.27,0,1527510413.0,0.0,9.37,24.81,22.59,23.51,23.69,1.0,-9.3,27.76,31.56,30.0,31.56,28.43,1,0,0,0,0
300221,16.95,0.12,0,2194393975.0,0.0,9.1,18.27,16.73,17.98,16.93,1.0,18.37,16.93,16.93,16.93,16.93,20.32,1,1,0,0,0
300223,148.95,-6.84,0,5389931280.0,0.0,7.32,159.7,148.0,159.64,159.89,1.0,3.18,161.0,175.98,175.98,175.98,191.87,0,0,0,0,0
300243,19.01,0.11,0,431760616.0,0.0,6.95,19.89,18.57,19.03,18.99,1.0,-1.5,20.09,21.71,20.54,21.71,22.79,0,0,0,0,0
300166,15.78,0.0,0,1121319073.3333333,0.0,5.77,16.41,15.5,15.54,15.78,1.0,-3.55,17.08,22.12,18.36,22.12,18.94,0,0,0,0,0
300236,96.43,0.66,0,1537826606.9999998,0.0,4.82,98.5,93.88,94.61,95.8,1.0,4.38,97.66,114.29,107.13,114.29,114.96,0,0,0,0,0
300174,25.25,3.02,0,1364433373.3333333,0.0,12.48,27.58,24.52,24.52,24.51,1.0,-4.65,28.49,29.5,29.5,29.5,29.41,1,0,0,0,0
300250,15.69,-2.24,0,72191700.0,0.0,4.61,16.15,15.41,15.86,16.05,1.0,-5.71,16.95,21.14,17.79,34.5,19.26,0,0,0,0,0
300228,7.56,-2.7,0,135946416.66666666,0.0,3.73,7.74,7.45,7.73,7.77,1.0,-9.46,8.58,10.27,8.83,12.96,9.32,0,0,0,0,0
300258,12.56,-2.94,0,205883465.33333334,0.0,2.86,12.89,12.52,12.76,12.94,1.0,-1.69,13.39,15.48,13.39,17.26,15.53,0,0,0,0,0
300274,143.55,-5.87,0,9411461120.0,0.0,6.05,150.44,141.21,150.27,152.5,1.0,-15.95,175.67,191.71,191.71,209.19,183.0,0,0,0,0,0
300293,17.75,-0.17,0,112768307.99999999,0.0,5.01,18.15,17.26,17.65,17.78,1.0,3.08,18.3,21.4,19.43,24.45,21.34,0,0,0,0,0
300263,11.82,-1.17,0,1287303104.0,0.0,11.04,12.09,10.77,11.21,11.96,1.0,2.16,12.25,14.48,14.48,14.48,14.35,0,0,0,0,0
300296,7.01,-1.82,0,1218902794.6666667,0.0,5.18,7.32,6.95,7.05,7.14,1.0,5.57,7.24,7.28,7.28,9.6,8.57,0,0,0,0,0
300285,61.13,-7.94,0,7650663033.0,0.0,8.28,66.5,61.0,66.4,66.4,1.0,1.09,67.6,67.6,67.6,67.6,79.68,1,1,0,0,0
300316,49.26,-7.32,0,2070331094.0000002,0.0,5.91,51.25,48.11,51.13,53.15,1.0,1.76,53.26,57.68,56.92,65.75,63.78,1,1,0,0,0
300308,1147.0,-2.8,0,26329448566.666668,0.0,3.83,1174.0,1128.8,1150.0,1180.0,1.0,-10.04,1320.0,1320.0,1320.0,1320.0,1416.0,0,0,0,0,0
300283,22.15,19.99,1,2387319118.3333335,0.0,22.86,22.15,17.93,18.01,18.46,1.0,19.5,20.95,20.95,20.95,20.95,22.15,0,0,1,1,0
300260,72.9,-1.35,0,2581887035.0000005,0.0,4.21,74.89,71.78,74.0,73.9,1.0,34.5,73.9,73.9,73.9,73.9,88.68,1,1,0,0,0
300342,48.99,-2.82,0,1194044475.0,0.0,6.74,51.5,48.1,49.91,50.41,1.0,-1.31,52.42,65.26,54.88,75.48,60.49,0,0,0,0,0
300281,7.22,-2.04,0,75867484.0,0.0,6.51,7.41,6.93,7.27,7.37,1.0,-3.86,8.04,8.36,8.04,8.95,8.84,0,0,0,0,0
300346,61.72,-1.58,0,4849091948.666666,0.0,4.24,63.66,61.0,62.5,62.71,1.0,21.45,63.18,63.18,63.18,64.76,75.25,1,1,0,0,0
300340,9.2,-2.95,0,62601594.00000001,0.0,6.43,9.64,9.03,9.44,9.48,1.0,-3.87,9.98,11.42,10.31,15.28,11.38,0,0,0,0,0
300324,3.94,-3.43,0,159345478.0,0.0,5.15,4.09,3.88,4.04,4.08,1.0,-9.43,4.47,5.28,4.83,7.11,4.9,0,0,0,0,0
300322,28.13,-5.45,0,1090096704.0,0.0,8.1,30.25,27.84,29.4,29.75,1.0,0.14,36.88,36.88,36.88,36.88,35.7,1,0,0,0,0
300373,100.4,-6.93,0,2133466929.9999998,0.0,6.36,105.88,99.02,103.01,107.88,1.0,-5.12,111.23,118.0,118.0,118.0,129.46,1,1,0,0,0
300394,293.129,-7.41,0,13188920261.300001,0.0,4.95,303.072,287.386,298.072,316.586,1.0,-17.38,374.5,374.5,374.5,374.5,379.9,0,0,0,0,0
300390,87.6,-0.23,0,6072456144.999999,0.0,6.25,91.28,85.79,86.23,87.8,1.0,7.64,89.32,103.5,96.85,119.06,105.36,1,1,0,0,0
300192,16.35,-3.02,0,129137434.99999999,0.0,3.8,16.82,16.18,16.67,16.86,1.0,-0.37,17.55,20.39,18.09,25.97,20.23,0,0,0,0,0
300383,12.72,0.95,0,1035267294.0,0.0,4.92,13.24,12.62,12.72,12.6,1.0,-4.58,13.63,18.16,15.57,19.14,15.12,0,0,0,0,0
300354,32.05,-6.15,0,116741080.0,0.0,7.94,34.48,31.77,34.29,34.15,1.0,-0.34,35.03,39.7,37.59,55.68,40.98,0,0,0,0,0
300408,132.0,-6.4,0,7161859961.666666,0.0,5.57,137.85,130.0,135.5,141.02,1.0,-2.14,144.0,144.0,144.0,144.0,169.22,1,1,0,0,0
300398,44.8,1.04,0,4637889356.0,0.0,8.32,45.88,42.19,42.39,44.34,1.0,16.06,44.99,44.99,44.99,44.99,53.21,1,1,0,0,0
300403,10.53,-4.96,0,126233513.33333333,0.0,5.51,11.05,10.44,10.98,11.08,1.0,1.45,11.44,12.63,11.98,17.07,13.3,0,0,0,0,0
300432,22.36,-0.71,0,781009574.9999999,0.0,4.4,22.84,21.85,22.4,22.52,1.0,-6.25,24.22,27.93,24.67,28.75,27.02,0,0,0,0,0
300421,20.43,-6.33,0,194421848.33333334,0.0,7.24,21.75,20.17,21.6,21.81,1.0,-7.72,22.75,28.15,27.59,38.86,26.17,0,0,0,0,0
300395,121.31,-0.02,0,5052743340.0,0.0,4.18,125.79,120.72,123.0,121.33,1.0,1.95,125.0,153.58,149.4,153.58,145.6,0,0,0,0,0
300409,20.18,-2.84,0,378178693.3333334,0.0,3.71,20.72,19.95,20.5,20.77,1.0,-7.66,22.43,27.55,25.3,37.13,24.92,0,0,0,0,0
300433,42.11,-5.96,0,7606684285.666667,0.0,6.7,43.8,40.8,43.52,44.78,1.0,-5.14,47.79,47.79,47.79,47.79,53.74,0,0,0,0,0
300416,16.14,-5.28,0,431552429.0,0.0,6.51,16.88,15.77,16.81,17.04,1.0,-12.19,18.92,20.13,20.13,21.83,20.45,0,0,0,0,0
300455,21.94,-2.66,0,158234230.0,0.0,5.1,22.75,21.6,22.38,22.54,1.0,-1.88,23.18,28.2,24.25,41.5,27.05,0,0,0,0,0
300450,42.8,-4.8,0,1886390505.0,0.0,6.12,44.75,42.0,44.44,44.96,1.0,-10.27,49.95,55.59,53.7,67.48,53.95,0,0,0,0,0
300445,23.02,0.22,0,171696888.0,0.0,5.4,23.4,22.16,22.7,22.97,1.0,-0.73,25.85,26.68,25.85,29.59,27.56,0,0,0,0,0
300465,16.32,1.56,0,557415065.0,0.0,7.16,16.99,15.84,15.91,16.07,1.0,19.12,16.24,16.24,16.24,25.99,19.28,0,0,0,0,0
300474,53.27,-2.02,0,459387222.6666666,0.0,5.06,55.6,52.85,53.6,54.37,1.0,-7.65,59.98,68.92,66.45,82.49,65.24,0,0,0,0,0
300456,39.88,-5.61,0,1285178478.0,0.0,5.89,41.74,39.25,41.21,42.25,1.0,-12.91,48.43,54.18,52.39,68.13,50.7,0,0,0,0,0
300475,178.19,2.82,0,6043071994.0,0.0,7.83,183.0,169.43,170.2,173.3,1.0,0.66,188.63,209.86,204.99,209.86,207.96,0,0,0,0,0
300484,14.43,-2.04,0,45671076.99999999,0.0,5.02,15.04,14.3,14.88,14.73,1.0,-3.15,15.66,18.84,17.96,21.24,17.68,0,0,0,0,0
300480,33.79,-1.05,0,502804590.00000006,0.0,4.39,34.38,32.88,33.66,34.15,1.0,1.59,35.93,42.9,36.96,42.9,40.98,0,0,0,0,0
300457,23.34,-4.34,0,310405115.00000006,0.0,5.45,24.35,23.02,24.16,24.4,1.0,-6.94,26.05,29.89,28.7,31.58,29.28,0,0,0,0,0
300476,330.26,-3.59,0,9929750693.333336,0.0,4.26,340.0,325.42,338.46,342.55,1.0,-6.56,373.3,402.6,402.6,402.6,411.06,0,0,0,0,0
300490,13.77,-3.71,0,185817140.0,0.0,4.34,14.2,13.58,14.16,14.3,1.0,-11.16,15.75,21.17,16.85,21.88,17.16,0,0,0,0,0
300410,11.18,-3.54,0,429000806.99999994,0.0,5.95,11.69,11.0,11.41,11.59,1.0,-7.83,12.8,12.97,12.97,12.97,13.91,1,0,0,0,0
300488,37.12,-3.46,0,420888342.6666667,0.0,5.05,38.98,37.04,37.46,38.45,1.0,16.66,39.37,39.55,39.37,41.56,46.14,0,0,0,0,0
300522,12.61,1.78,0,499584436.99999994,0.0,9.04,13.01,11.89,12.01,12.39,1.0,7.59,13.36,14.31,13.86,14.31,14.87,1,1,0,0,0
300487,51.12,-2.72,0,237800433.33333334,0.0,3.27,52.2,50.48,52.2,52.55,1.0,-8.76,58.25,63.97,62.28,78.82,63.06,0,0,0,0,0
300501,13.03,0.85,0,50948988.666666664,0.0,4.49,13.24,12.66,13.0,12.92,1.0,-1.06,13.63,16.06,14.88,16.06,15.5,0,0,0,0,0
300536,9.84,0.61,0,186732624.00000003,0.0,7.57,10.24,9.5,9.86,9.78,1.0,-7.17,11.1,14.75,12.23,14.75,11.74,0,0,0,0,0
300503,79.0,-8.77,0,2214299513.9999995,0.0,9.62,87.33,79.0,84.51,86.59,1.0,5.36,88.99,93.8,93.8,93.8,103.91,0,0,0,0,0
300554,29.39,-3.64,0,264535814.0,0.0,5.48,30.27,28.6,29.77,30.5,1.0,-1.38,31.29,31.29,31.29,31.29,36.6,0,0,0,0,0
300548,229.17,-4.04,0,3487775646.666667,0.0,5.71,238.18,224.55,234.2,238.83,1.0,-6.42,253.6,282.0,260.0,290.0,286.6,1,1,0,0,0
300565,12.09,0.25,0,211713226.66666666,0.0,5.89,12.15,11.44,11.98,12.06,1.0,-5.62,13.6,16.29,14.99,16.29,14.47,0,0,0,0,0
300567,188.79,-0.05,0,1384350433.6666665,0.0,8.21,199.5,184.0,186.62,188.88,1.0,0.15,206.66,231.8,229.66,231.8,226.66,0,0,0,0,0
300568,16.97,-4.23,0,1593336219.9999998,0.0,5.87,17.85,16.81,17.74,17.72,1.0,8.02,18.06,18.96,18.06,18.96,21.26,0,0,0,0,0
300570,170.0,-6.44,0,4494855653.333333,0.0,6.38,179.6,168.0,178.57,181.71,1.0,0.71,184.68,187.7,184.68,192.0,218.05,1,1,0,0,0
300571,41.31,-3.93,0,494741198.00000006,0.0,5.58,42.9,40.5,42.24,43.0,1.0,-8.95,48.6,73.34,54.27,73.34,51.6,0,0,0,0,0
300576,51.22,2.69,0,1511696105.333333,0.0,8.32,52.33,48.18,48.8,49.88,1.0,22.16,51.7,51.7,51.7,51.7,59.86,1,0,0,0,0
300584,30.72,-2.54,0,61282671.0,0.0,3.84,31.58,30.37,31.45,31.52,1.0,-6.74,33.43,40.95,35.65,73.4,37.82,0,0,0,0,0
300580,22.94,-1.97,0,232770408.0,0.0,2.48,23.28,22.7,23.12,23.4,1.0,-10.0,26.04,29.66,26.64,31.3,28.08,0,0,0,0,0
300586,12.46,2.3,0,706212056.3333334,0.0,8.13,13.05,12.06,12.08,12.18,1.0,8.73,12.57,12.93,12.87,12.93,14.62,0,0,0,0,0
300609,33.08,-5.86,0,156128142.33333334,0.0,7.54,35.15,32.5,35.15,35.14,1.0,-8.92,38.1,43.26,39.2,49.36,42.17,0,0,0,0,0
300611,27.04,-3.39,0,164838753.3333333,0.0,5.07,28.12,26.7,27.72,27.99,1.0,1.5,28.3,29.83,29.02,31.23,33.59,0,0,0,0,0
300502,551.072,-1.69,0,17130832529.533333,0.0,5.05,570.536,542.215,549.286,560.522,1.0,-1.25,583.84,583.84,583.84,583.84,672.63,1,0,0,0,0
300607,35.22,-5.32,0,1904166826.6666665,0.0,7.85,37.77,34.85,36.77,37.2,1.0,13.14,38.68,38.68,38.68,38.68,44.64,0,0,0,0,0
300619,38.09,-3.13,0,171605295.00000003,0.0,5.24,39.59,37.53,39.2,39.32,1.0,-5.86,42.16,49.28,46.36,57.08,47.18,0,0,0,0,0
300623,31.36,-4.8,0,689488044.0,0.0,5.25,32.82,31.09,32.34,32.94,1.0,-5.17,34.27,38.38,38.38,38.65,39.53,0,0,0,0,0
300604,226.74,6.59,0,8112536532.000001,0.0,10.37,232.85,210.79,212.5,212.73,1.0,9.26,222.49,258.58,247.83,258.58,255.28,0,0,0,0,0
300620,286.6,-7.14,0,4234524156.666666,0.0,3.81,293.77,282.0,293.01,308.65,1.0,-14.97,359.73,359.73,359.73,359.73,370.38,1,0,0,0,0
300648,45.7,3.86,0,114789767.66666666,0.0,5.98,45.88,43.25,43.25,44.0,1.0,-5.97,49.48,56.9,56.1,65.0,52.8,0,0,0,0,0
300647,6.05,-4.87,0,131035608.33333333,0.0,6.6,6.31,5.89,6.21,6.36,1.0,-7.77,6.94,7.22,6.94,8.42,7.63,0,0,0,0,0
300587,4.7,1.73,0,109864344.0,0.0,4.55,4.7,4.49,4.58,4.62,1.0,-4.67,5.2,6.38,5.53,8.2,5.54,0,0,0,0,0
300655,15.18,1.34,0,1097504435.3333333,0.0,4.07,15.28,14.67,14.76,14.98,1.0,10.02,15.02,17.42,16.84,20.14,17.98,0,0,0,0,0
300693,44.15,-3.77,0,546850464.0,0.0,4.64,45.71,43.58,45.59,45.88,1.0,-12.71,52.76,70.7,57.52,70.7,55.06,0,0,0,0,0
300706,56.57,6.74,0,1619308925.0,0.0,10.04,58.0,52.68,53.26,53.0,1.0,10.64,53.65,55.99,55.0,55.99,63.6,1,0,0,0,0
300631,24.24,-2.22,0,62630455.99999999,0.0,3.63,24.76,23.86,24.54,24.79,1.0,0.54,24.85,30.59,26.75,35.49,29.75,0,0,0,0,0
300718,71.0,-5.8,0,666900601.6666666,0.0,5.16,74.89,71.0,74.3,75.37,1.0,-2.66,79.99,90.54,90.54,90.54,90.44,0,0,0,0,0
300657,43.36,-5.8,0,2389960132.0,0.0,5.34,45.49,43.03,44.94,46.03,1.0,6.82,47.45,58.55,47.45,58.55,55.24,1,0,0,0,0
300666,243.67,8.36,0,6627547540.0,0.0,13.29,249.88,220.0,224.85,224.88,1.0,17.15,226.5,226.5,226.5,226.5,269.86,1,1,0,0,0
300724,74.04,0.5,0,1065979016.0,0.0,3.61,75.49,72.83,74.86,73.67,1.0,4.78,74.19,91.92,77.42,151.04,88.4,0,0,0,0,0
300750,388.5,-2.75,0,9551263511.333332,0.0,3.47,399.0,385.12,395.28,399.5,1.0,-8.89,437.0,450.45,438.24,468.75,479.4,0,0,0,0,0
300658,11.881,-1.16,0,124498772.0,0.0,4.16,12.041,11.541,12.031,12.021,1.0,0.59,12.77,21.14,12.87,30.94,14.43,0,0,0,0,0
