代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近5日最高,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
002841,34.92,-0.23,0,139950825.0,0.0,2.94,35.53,34.5,34.99,35.0,1.0,5.18,35.3,39.86,36.47,42.53,38.5,0,0,0,0,0
002842,47.72,10.0,1,3982634240.0,0.0,15.77,47.72,40.88,41.8,43.38,1.0,33.96,45.49,45.49,45.49,48.36,47.72,1,0,1,1,0
002850,203.81,-0.03,0,1059926105.3333333,0.0,3.19,208.48,201.97,204.0,203.88,1.0,7.05,211.88,214.16,211.88,214.16,224.27,0,0,0,0,0
002821,123.82,7.67,0,868628040.0,0.0,9.72,124.78,113.6,114.8,115.0,1.0,8.99,117.5,129.3,122.0,132.98,126.5,0,0,0,0,0
002862,14.04,-0.57,0,48326335.0,0.0,2.76,14.22,13.83,14.14,14.12,1.0,-5.33,15.22,18.49,16.29,25.1,15.53,0,0,0,0,0
002865,63.88,-4.41,0,1373210568.0,0.0,4.19,66.3,63.5,66.28,66.83,1.0,0.0,69.97,103.2,76.12,116.68,73.51,0,0,0,0,0
002812,67.7,-3.81,0,2373175946.6666665,0.0,4.26,70.6,67.6,69.78,70.38,1.0,10.26,70.77,80.58,70.77,87.71,77.42,1,0,0,0,0
002892,10.21,0.0,0,102834199.00000001,0.0,2.94,10.31,10.01,10.19,10.21,1.0,2.61,10.95,12.33,11.27,13.83,11.23,1,0,0,0,0
002915,19.87,-4.01,0,346906459.99999994,0.0,3.86,20.45,19.65,20.11,20.7,1.0,-9.76,23.8,23.8,23.8,29.0,22.77,0,0,0,0,0
002881,43.68,5.0,0,525597125.3333333,0.0,7.93,44.33,41.03,41.6,41.6,1.0,6.46,43.0,49.99,46.0,53.96,45.76,0,0,0,0,0
002896,82.3,3.28,0,1444517727.0000002,0.0,4.56,83.35,79.72,79.72,79.69,1.0,0.91,87.0,95.4,95.4,95.4,87.66,1,0,0,0,0
002935,21.52,-2.84,0,212399826.66666666,0.0,2.71,22.11,21.51,21.82,22.15,1.0,10.47,22.4,22.4,22.4,27.65,24.37,1,0,0,0,0
002938,119.91,0.76,0,7232202319.999999,0.0,8.13,123.1,113.42,119.01,119.01,1.0,8.95,119.01,121.97,119.01,121.97,130.91,1,1,0,0,0
002916,453.8,2.15,0,8669085740.0,0.0,9.0,459.0,419.0,456.0,444.27,1.0,20.64,444.27,444.27,444.27,444.27,488.7,1,1,0,0,0
002929,62.18,0.94,0,1534663837.3333333,0.0,4.06,64.2,61.7,62.57,61.6,1.0,6.71,62.99,92.75,69.0,100.09,67.76,0,0,0,0,0
002943,51.75,0.33,0,696721326.3333333,0.0,4.77,52.69,50.23,52.59,51.58,1.0,3.09,54.98,73.67,62.45,73.67,56.74,0,0,0,0,0
002949,10.8,1.22,0,50077628.0,0.0,7.69,11.23,10.41,10.67,10.67,1.0,-4.0,11.65,13.9,12.13,17.04,11.74,0,0,0,0,0
002952,23.14,-5.74,0,196647010.0,0.0,5.74,24.31,22.9,24.31,24.55,1.0,0.78,24.85,33.69,25.05,33.69,27.01,0,0,0,0,0
002965,43.92,3.34,0,763762480.0000001,0.0,5.84,44.27,41.79,42.2,42.5,1.0,13.96,43.63,43.63,43.63,43.63,46.75,1,0,0,0,0
002979,55.33,-1.13,0,724514899.9999999,0.0,3.56,55.99,54.0,55.77,55.96,1.0,8.26,56.25,66.35,57.27,66.94,61.56,0,0,0,0,0
002971,67.38,10.01,1,1902158159.9999998,0.0,13.37,67.38,59.19,60.85,61.25,1.0,27.73,63.38,63.38,63.38,63.38,67.38,1,0,1,1,0
002950,9.82,9.97,1,212553226.66666666,0.0,9.52,9.82,8.97,9.04,8.93,1.0,8.99,9.34,11.16,9.54,14.9,9.82,0,0,1,1,0
003022,28.19,-0.39,0,717221692.0000001,0.0,2.76,28.59,27.81,28.3,28.3,1.0,14.13,28.65,28.65,28.65,28.65,31.13,0,0,0,0,0
002995,20.3,-0.93,0,206417533.3333333,0.0,4.49,20.96,20.04,20.5,20.49,1.0,-7.39,22.65,27.62,25.39,38.56,22.54,1,0,0,0,0
003033,52.44,1.83,0,70638846.66666666,0.0,4.16,52.95,50.81,51.47,51.5,1.0,3.86,53.05,67.5,67.5,80.1,56.65,0,0,0,0,0
003009,60.28,-2.93,0,524105239.99999994,0.0,5.38,61.5,58.16,61.0,62.1,1.0,9.38,65.72,65.72,65.72,100.6,68.31,1,0,0,0,0
002985,30.42,0.13,0,206044497.33333334,0.0,3.95,30.92,29.72,30.21,30.38,1.0,11.59,31.31,33.67,31.31,46.84,33.42,1,0,0,0,0
002981,21.23,-2.88,0,116920010.00000001,0.0,3.66,21.9,21.1,21.9,21.86,1.0,-24.72,29.4,29.84,29.84,35.66,24.05,1,0,0,0,0
300041,14.5,-0.48,0,662865440.0,0.0,2.88,14.68,14.26,14.42,14.57,1.0,8.7,14.95,16.08,14.95,16.08,17.48,0,0,0,0,0
003031,176.29,10.0,1,2710396407.9999995,0.0,9.85,176.29,160.5,160.58,160.26,1.0,21.6,162.0,173.55,162.0,175.53,176.29,0,0,1,1,0
300035,17.37,-1.75,0,320518520.0,0.0,3.51,17.92,17.3,17.58,17.68,1.0,6.5,18.23,19.86,18.23,28.55,21.22,0,0,0,0,0
300042,70.35,4.27,0,2236505026.0,0.0,7.72,72.22,67.01,67.01,67.47,1.0,12.27,69.0,76.99,70.2,76.99,80.96,1,0,0,0,0
003021,98.23,1.53,0,513544545.3333333,0.0,4.27,99.49,95.36,95.92,96.75,1.0,0.64,103.0,117.11,107.8,136.81,106.43,0,0,0,0,0
300007,39.93,2.25,0,549960615.0,0.0,4.87,40.16,38.26,38.72,39.05,1.0,-5.2,45.11,52.45,45.44,67.83,46.86,0,0,0,0,0
300037,83.29,-3.17,0,3916631943.333334,0.0,5.86,85.8,80.76,85.66,86.02,1.0,10.17,86.8,86.8,86.8,86.8,103.22,1,0,0,0,0
300052,11.88,-3.96,0,233120768.00000003,0.0,5.17,12.52,11.88,12.28,12.37,1.0,1.28,12.5,15.89,13.27,16.85,14.84,1,0,0,0,0
003038,11.96,-1.32,0,48476130.66666667,0.0,3.38,12.22,11.81,12.1,12.12,1.0,-2.05,12.85,13.69,12.85,19.42,13.33,0,0,0,0,0
300057,9.33,1.19,0,739175024.0,0.0,4.23,9.37,8.98,9.14,9.22,1.0,14.2,9.61,9.61,9.61,10.25,11.06,0,0,0,0,0
300045,18.25,-0.87,0,336791958.0,0.0,3.69,18.56,17.88,18.18,18.41,1.0,2.47,18.69,23.85,19.38,38.6,22.09,0,0,0,0,0
300053,16.42,-1.38,0,461778142.0,0.0,3.9,16.65,16.0,16.36,16.65,1.0,-1.91,17.38,19.01,17.6,25.86,19.98,0,0,0,0,0
300002,7.28,-2.93,0,277962868.3333334,0.0,3.07,7.42,7.19,7.33,7.5,1.0,-2.41,7.64,9.54,7.97,13.93,9.0,0,0,0,0,0
300054,92.18,9.22,0,4507530632.0,0.0,3.7,92.69,89.57,90.6,84.4,1.0,29.94,88.45,88.45,88.45,88.45,101.28,0,0,0,0,0
300067,5.59,0.54,0,309458430.00000006,0.0,5.58,5.73,5.42,5.52,5.56,1.0,8.12,5.56,7.07,5.64,8.18,6.67,0,0,0,0,0
300058,15.25,2.01,0,4796556916.666666,0.0,6.35,15.6,14.65,14.85,14.95,1.0,5.83,15.34,18.55,16.35,24.43,17.94,0,0,0,0,0
300082,9.32,-4.51,0,173509270.33333334,0.0,6.25,9.84,9.23,9.71,9.76,1.0,6.03,10.07,11.66,10.07,14.38,11.71,0,0,0,0,0
300065,18.8,-1.36,0,613018858.6666667,0.0,3.25,19.15,18.53,18.81,19.06,1.0,3.75,19.75,25.15,20.36,32.13,22.87,0,0,0,0,0
300088,10.37,-1.89,0,6686359266.999999,0.0,11.35,10.97,9.77,10.5,10.57,1.0,33.12,10.57,10.57,10.57,10.57,12.68,1,1,0,0,0
300078,3.18,0.95,0,63482591.33333332,0.0,3.17,3.19,3.09,3.16,3.15,1.0,1.27,3.27,3.87,3.44,6.55,3.78,0,0,0,0,0
300118,13.31,-3.2,0,635809125.0,0.0,2.62,13.65,13.29,13.6,13.75,1.0,2.23,14.65,18.36,14.65,25.99,16.5,0,0,0,0,0
300113,20.18,0.6,0,525920520.0,0.0,4.19,20.48,19.64,19.88,20.06,1.0,2.85,20.47,27.74,21.82,31.76,24.07,0,0,0,0,0
300073,51.79,-1.26,0,627386849.9999999,0.0,2.75,52.8,51.36,52.15,52.45,1.0,7.58,53.78,61.84,54.15,70.9,62.94,0,0,0,0,0
300102,24.62,-0.77,0,828309416.0,0.0,3.35,24.9,24.07,24.54,24.81,1.0,9.08,25.45,29.36,26.11,46.75,29.77,0,0,0,0,0
300100,31.69,11.86,0,908269746.9999999,0.0,15.53,32.42,28.02,28.29,28.33,1.0,10.61,29.84,36.37,32.88,42.14,34.0,0,0,0,0,0
300133,7.36,1.8,0,601441484.6666666,0.0,3.18,7.48,7.25,7.31,7.23,1.0,4.55,7.44,9.76,7.86,11.44,8.68,0,0,0,0,0
300124,71.18,2.05,0,2767603484.0000005,0.0,4.46,72.36,69.25,69.58,69.75,1.0,2.85,72.21,83.55,77.63,83.55,83.7,0,0,0,0,0
300137,17.57,3.84,0,379773035.0,0.0,4.73,17.73,16.93,17.01,16.92,1.0,5.84,18.05,21.14,19.98,21.3,20.3,0,0,0,0,0
300121,11.97,-4.62,0,238138608.0,0.0,4.54,12.48,11.91,12.28,12.55,1.0,-11.73,14.41,14.41,14.41,16.62,15.06,0,0,0,0,0
300166,18.7,20.03,1,3488477815.0,0.0,19.58,18.7,15.65,15.65,15.58,1.0,27.65,15.88,20.69,17.08,22.12,18.7,0,0,1,1,0
300182,5.46,-1.09,0,589330637.9999999,0.0,3.08,5.59,5.42,5.46,5.52,1.0,-3.36,6.4,6.79,6.79,9.46,6.62,0,0,0,0,0
300170,17.88,2.52,0,1170172733.0000002,0.0,5.33,18.28,17.35,17.44,17.44,1.0,6.18,17.81,21.63,18.83,33.69,20.93,0,0,0,0,0
300111,3.08,0.0,0,70760958.33333334,0.0,2.92,3.13,3.04,3.08,3.08,1.0,0.33,3.31,3.88,3.33,9.64,3.7,0,0,0,0,0
300129,9.21,-1.39,0,133237664.00000001,0.0,3.1,9.47,9.18,9.26,9.34,1.0,1.32,9.69,11.69,10.48,18.42,11.21,0,0,0,0,0
300151,22.77,-3.44,0,477548710.6666666,0.0,4.28,23.51,22.5,23.48,23.58,1.0,5.71,23.98,25.88,25.88,25.88,28.3,0,0,0,0,0
300223,186.05,8.36,0,10691110668.0,0.0,10.45,190.6,172.66,172.66,171.7,1.0,27.88,172.53,175.98,172.53,175.98,206.04,1,0,0,0,0
300236,105.8,-0.71,0,1631989118.6666667,0.0,3.34,107.57,104.01,106.0,106.56,1.0,3.71,106.86,114.29,106.86,114.29,127.87,0,0,0,0,0
300226,16.82,0.06,0,144155836.0,0.0,3.39,17.09,16.52,16.83,16.81,1.0,-1.59,17.58,21.03,18.1,27.84,20.17,0,0,0,0,0
300243,19.55,-6.24,0,692567512.0,0.0,6.28,20.7,19.39,20.44,20.85,1.0,2.84,21.83,21.83,21.83,21.83,25.02,0,0,0,0,0
300209,28.68,1.06,0,2332818450.0000005,0.0,8.39,30.0,27.62,28.63,28.38,1.0,5.79,28.42,31.56,28.42,31.56,34.06,1,0,0,0,0
300260,82.97,5.96,0,2630171778.333333,0.0,9.68,83.33,75.75,76.51,78.3,1.0,14.0,82.48,82.48,82.48,82.48,93.96,1,0,0,0,0
300248,8.29,-1.54,0,63483662.66666667,0.0,3.44,8.53,8.24,8.4,8.42,1.0,0.0,8.65,10.21,9.27,15.98,10.1,0,0,0,0,0
300228,7.79,-1.14,0,115608724.33333334,0.0,3.3,7.94,7.68,7.83,7.88,1.0,3.45,8.3,9.64,8.34,12.96,9.46,0,0,0,0,0
300136,107.45,1.79,0,12996409321.0,0.0,8.73,110.8,101.58,102.5,105.56,1.0,8.23,112.9,124.55,112.9,124.55,126.67,0,0,0,0,0
300258,12.49,-0.56,0,188608667.33333334,0.0,2.55,12.75,12.43,12.43,12.56,1.0,8.04,13.39,15.48,13.39,17.26,15.07,0,0,0,0,0
300283,22.25,0.45,0,2378184602.6666665,0.0,8.53,22.5,20.61,21.7,22.15,1.0,29.66,22.15,22.15,22.15,22.15,26.58,1,1,0,0,0
300250,15.58,0.78,0,62811636.0,0.0,3.95,15.82,15.21,15.27,15.46,1.0,2.57,16.04,19.65,16.64,34.5,18.55,0,0,0,0,0
300281,6.86,0.0,0,77276210.66666666,0.0,3.06,6.93,6.72,6.8,6.86,1.0,-4.99,7.49,8.28,8.04,8.95,8.23,0,0,0,0,0
300253,7.14,2.15,0,442354769.99999994,0.0,5.01,7.33,6.98,7.02,6.99,1.0,2.73,7.33,9.08,7.67,16.09,8.39,0,0,0,0,0
300285,89.53,14.05,0,13807680912.0,0.0,12.33,91.88,82.2,82.2,78.5,1.0,43.48,80.5,80.5,80.5,80.5,94.2,1,1,0,0,0
300302,50.9,-0.25,0,3114995355.9999995,0.0,4.78,52.15,49.71,50.63,51.03,1.0,11.72,52.5,60.44,57.98,62.0,61.24,0,0,0,0,0
300322,30.73,1.96,0,1476309859.0,0.0,6.17,31.41,29.55,30.18,30.14,1.0,11.14,32.14,36.88,36.88,36.88,36.17,1,0,0,0,0
300340,9.15,-1.72,0,50537592.0,0.0,2.9,9.35,9.08,9.31,9.31,1.0,-1.82,9.85,10.97,9.98,15.28,11.17,0,0,0,0,0
300342,44.74,0.34,0,1399614703.3333335,0.0,6.03,45.7,43.01,44.19,44.59,1.0,-10.98,54.28,59.8,54.28,75.48,53.51,0,0,0,0,0
300293,17.8,0.56,0,213878763.0,0.0,8.19,18.42,16.97,17.48,17.7,1.0,0.23,18.6,21.01,18.6,24.45,21.24,0,0,0,0,0
300316,53.89,3.89,0,2579289214.666666,0.0,8.39,55.65,51.3,51.52,51.87,1.0,11.74,52.88,57.68,53.26,65.75,62.24,1,0,0,0,0
300364,25.06,7.09,0,1744035956.0000002,0.0,9.83,25.28,22.98,23.39,23.4,1.0,14.74,24.06,28.66,24.52,43.8,28.08,0,0,0,0,0
300351,19.43,-5.36,0,1036023724.0,0.0,6.82,20.5,19.1,19.93,20.53,1.0,22.2,20.53,26.0,20.53,28.36,24.64,1,1,0,0,0
300265,23.99,1.14,0,1434429626.6666665,0.0,4.68,24.36,23.25,23.4,23.72,1.0,11.17,24.09,24.97,24.85,26.71,28.46,0,0,0,0,0
300292,6.41,-0.93,0,1065318202.6666667,0.0,4.95,6.7,6.38,6.39,6.47,1.0,12.46,6.52,6.52,6.52,7.34,7.76,1,0,0,0,0
300308,1367.88,7.19,0,38117432892.0,0.0,7.82,1368.5,1268.73,1270.0,1276.11,1.0,21.7,1276.13,1320.0,1301.51,1320.0,1531.33,0,0,0,0,0
300346,64.9,-0.66,0,3926895642.666667,0.0,3.34,65.2,63.02,64.58,65.33,1.0,-2.71,68.5,68.5,68.5,68.5,78.4,1,0,0,0,0
300394,336.6,2.21,0,16412903919.666666,0.0,5.01,340.49,324.0,325.0,329.33,1.0,14.83,331.61,374.5,374.5,374.5,395.2,0,0,0,0,0
300288,9.38,-0.85,0,40238575.66666667,0.0,2.85,9.58,9.31,9.42,9.46,1.0,-1.47,10.01,11.68,10.1,17.31,11.35,0,0,0,0,0
300398,46.1,-1.77,0,3072215066.666667,0.0,3.88,47.36,45.54,46.6,46.93,1.0,7.48,48.27,48.27,48.27,48.27,56.32,1,0,0,0,0
300390,89.0,-3.0,0,5388318441.000001,0.0,6.33,94.2,88.39,91.26,91.75,1.0,-5.35,100.63,100.63,100.63,119.06,110.1,1,0,0,0,0
300395,135.75,0.65,0,5916688685.666666,0.0,4.58,137.68,131.5,133.37,134.88,1.0,9.48,140.69,153.58,140.69,153.58,161.86,0,0,0,0,0
300354,35.41,0.94,0,146560927.3333333,0.0,5.1,36.16,34.37,34.74,35.08,1.0,13.93,35.74,39.51,35.74,55.68,42.1,0,0,0,0,0
300403,10.5,3.55,0,145997155.99999997,0.0,5.82,10.6,10.01,10.01,10.14,1.0,4.27,10.58,12.63,11.44,17.07,12.17,0,0,0,0,0
300410,12.89,-2.79,0,609461965.0,0.0,3.02,13.18,12.78,13.13,13.26,1.0,18.91,13.62,13.62,13.62,13.62,15.91,1,0,0,0,0
300416,19.91,2.47,0,626804663.3333333,0.0,5.25,20.13,19.11,19.3,19.43,1.0,19.8,19.69,20.13,19.69,21.83,23.32,0,0,0,0,0
300408,157.89,1.56,0,12309226328.666666,0.0,8.0,166.66,154.23,155.47,155.46,1.0,19.95,159.0,159.0,159.0,159.0,186.55,1,0,0,0,0
300418,43.0,10.97,0,5573626015.0,0.0,18.4,45.71,38.58,38.75,38.75,1.0,16.4,39.83,49.18,41.57,72.09,46.5,0,0,0,0,0
300433,55.77,8.9,0,11883409238.666668,0.0,13.22,58.01,51.24,51.24,51.21,1.0,30.67,51.65,51.65,51.65,51.65,61.45,1,0,0,0,0
300445,23.37,-1.97,0,128197262.66666667,0.0,3.65,23.96,23.09,23.63,23.84,1.0,2.59,24.41,26.68,25.85,29.59,28.61,0,0,0,0,0
300450,46.73,-2.91,0,4148640154.999999,0.0,5.53,48.96,46.3,48.09,48.13,1.0,11.87,49.56,53.7,49.56,67.48,57.76,1,0,0,0,0
300432,22.86,-1.89,0,853024729.9999999,0.0,3.91,23.58,22.67,22.8,23.3,1.0,4.15,24.0,26.09,24.22,28.75,27.96,0,0,0,0,0
300421,20.29,0.59,0,162487226.0,0.0,4.21,20.67,19.82,20.01,20.17,1.0,-0.64,21.12,28.15,22.58,38.86,24.2,0,0,0,0,0
300457,23.48,-6.19,0,728385585.6666666,0.0,7.23,25.07,23.26,25.01,25.03,1.0,2.71,25.69,29.89,25.69,31.58,30.04,0,0,0,0,0
300393,7.93,-3.29,0,233362690.6666667,0.0,3.78,8.21,7.9,8.2,8.2,1.0,-2.94,8.56,11.18,9.59,13.65,9.84,0,0,0,0,0
300459,3.52,1.15,0,332744371.6666666,0.0,4.31,3.54,3.39,3.45,3.48,1.0,-3.03,3.8,4.21,3.92,6.61,4.18,0,0,0,0,0
300455,22.54,-1.14,0,188749956.66666663,0.0,4.17,23.1,22.15,22.52,22.8,1.0,1.99,24.84,25.89,24.84,41.5,27.36,0,0,0,0,0
300474,55.52,2.85,0,753853230.0,0.0,5.28,56.27,53.42,53.51,53.98,1.0,7.6,54.3,67.5,58.7,82.49,64.78,0,0,0,0,0
300475,254.87,3.91,0,14739681704.999998,0.0,5.41,258.78,245.5,250.0,245.29,1.0,39.92,245.29,245.29,245.29,245.29,294.35,1,1,0,0,0
300497,19.48,6.92,0,1382073413.3333333,0.0,10.98,19.98,17.98,18.22,18.22,1.0,27.74,18.28,18.28,18.28,22.63,21.86,1,0,0,0,0
300488,41.68,-13.15,0,854867966.0,0.0,12.48,45.0,39.01,44.53,47.99,1.0,8.2,49.6,49.6,49.6,49.6,57.59,1,0,0,0,0
300487,55.56,-0.16,0,283860240.0,0.0,3.88,56.7,54.54,55.4,55.65,1.0,5.93,56.98,63.34,56.98,78.82,66.78,0,0,0,0,0
300479,14.44,0.7,0,50842036.0,0.0,3.07,14.63,14.19,14.3,14.34,1.0,3.88,14.65,17.03,14.93,24.79,17.21,0,0,0,0,0
300502,581.48,4.23,0,24591041811.333332,0.0,6.6,588.0,551.18,552.66,557.88,1.0,5.52,570.54,583.84,583.84,583.84,669.46,0,0,0,0,0
300480,37.1,-1.28,0,835701273.3333331,0.0,4.26,38.15,36.55,37.16,37.58,1.0,7.41,38.55,42.9,38.55,42.9,45.1,0,0,0,0,0
300476,369.0,2.02,0,16578930276.0,0.0,3.77,372.58,358.94,368.0,361.7,1.0,13.37,368.1,402.6,373.3,402.6,434.04,0,0,0,0,0
300493,14.6,1.81,0,209514524.6666667,0.0,4.67,14.78,14.11,14.31,14.34,1.0,7.75,14.43,18.6,15.47,23.87,17.21,0,0,0,0,0
300567,213.86,-0.88,0,2185436043.0,0.0,4.33,218.35,209.0,211.59,215.76,1.0,10.87,217.99,231.8,217.99,231.8,258.91,0,0,0,0,0
300554,31.76,4.2,0,483151973.3333333,0.0,8.66,32.14,29.5,30.01,30.48,1.0,8.84,31.5,31.5,31.5,31.5,36.58,0,0,0,0,0
300548,281.99,4.49,0,7602721302.0,0.0,7.74,287.18,266.3,266.3,269.88,1.0,25.33,301.62,301.62,301.62,301.62,323.86,1,0,0,0,0
300503,88.28,9.0,0,2994731447.6666665,0.0,11.37,88.8,79.59,80.11,80.99,1.0,10.61,84.0,93.8,88.99,93.8,97.19,0,0,0,0,0
300570,268.6,0.98,0,7920633072.0,0.0,5.65,269.02,254.0,265.0,265.99,1.0,51.26,272.4,272.4,272.4,272.4,319.19,1,0,0,0,0
300536,9.52,-0.63,0,105005541.66666667,0.0,4.91,9.85,9.38,9.68,9.58,1.0,1.93,10.24,14.54,10.8,14.75,11.5,0,0,0,0,0
300580,22.76,-0.78,0,318583416.6666666,0.0,3.53,23.22,22.41,22.85,22.94,1.0,-3.64,24.66,29.66,26.64,31.3,27.53,0,0,0,0,0
300522,19.21,19.99,1,904096266.6666667,0.0,14.87,19.21,16.83,16.9,16.01,1.0,59.42,16.01,16.01,16.01,16.01,19.21,1,1,0,2,0
300586,15.2,3.26,0,1000442717.6666666,0.0,7.81,15.39,14.24,14.7,14.72,1.0,23.48,15.24,15.24,15.24,15.24,17.66,0,0,0,0,0
300609,33.74,6.64,0,216246796.33333334,0.0,11.6,34.55,30.88,31.63,31.64,1.0,6.7,33.81,40.79,38.1,49.36,37.97,0,0,0,0,0
300608,12.02,0.84,0,212866471.99999997,0.0,3.86,12.16,11.7,11.84,11.92,1.0,5.25,12.19,17.3,12.75,19.56,14.3,0,0,0,0,0
300568,20.18,-0.59,0,1944960079.9999998,0.0,4.14,20.54,19.7,20.07,20.3,1.0,15.71,20.38,20.38,20.38,20.38,24.36,0,0,0,0,0
300571,46.1,5.42,0,1278011542.9999998,0.0,7.89,47.46,44.01,44.9,43.73,1.0,15.74,44.33,67.67,48.6,73.34,52.48,0,0,0,0,0
300611,26.12,0.93,0,151341672.66666666,0.0,4.79,26.49,25.25,25.89,25.88,1.0,-1.43,27.25,29.83,28.3,31.23,31.06,0,0,0,0,0
300576,49.77,-2.83,0,1266186712.0,0.0,4.37,51.22,48.98,50.64,51.22,1.0,10.11,52.33,52.33,52.33,52.33,61.46,1,0,0,0,0
300631,25.53,-1.39,0,74459400.0,0.0,4.13,26.35,25.28,25.79,25.89,1.0,5.76,26.69,28.4,26.69,35.49,31.07,0,0,0,0,0
300654,9.63,3.33,0,173919060.0,0.0,8.05,9.79,9.04,9.15,9.32,1.0,4.67,9.72,11.39,10.98,13.86,11.18,0,0,0,0,0
300622,15.42,-2.03,0,104737668.0,0.0,3.56,15.74,15.18,15.6,15.74,1.0,2.8,16.13,19.77,16.47,27.59,18.89,0,0,0,0,0
300613,68.61,0.28,0,900327036.3333334,0.0,3.04,69.48,67.4,68.21,68.42,1.0,18.68,68.65,68.65,68.65,68.65,82.1,0,0,0,0,0
300604,264.1,0.03,0,5848521115.666667,0.0,3.66,271.21,261.56,263.0,264.01,1.0,13.43,265.0,265.0,265.0,265.0,316.81,1,1,0,0,0
300624,56.6,6.21,0,862717086.0,0.0,12.44,59.13,52.5,53.21,53.29,1.0,9.39,54.72,68.38,57.98,122.8,63.95,0,0,0,0,0
300607,38.81,3.33,0,1741444773.6666667,0.0,6.39,39.48,37.08,37.45,37.56,1.0,16.16,37.94,38.68,38.68,38.68,45.07,0,0,0,0,0
300655,16.41,-1.26,0,1519882429.3333333,0.0,5.23,17.15,16.28,16.66,16.62,1.0,2.31,16.83,17.42,16.83,20.14,19.94,0,0,0,0,0
300620,390.8,-1.11,0,5225422940.0,0.0,3.53,396.2,382.26,390.5,395.2,1.0,33.17,404.98,404.98,404.98,404.98,474.24,1,0,0,0,0
300638,20.3,1.1,0,221638302.6666667,0.0,3.09,20.54,19.92,19.97,20.08,1.0,4.64,20.88,24.65,23.46,36.14,24.1,0,0,0,0,0
300666,311.2,3.19,0,8007766664.0,0.0,8.32,325.68,300.6,301.58,301.57,1.0,6.43,338.88,338.88,338.88,338.88,361.88,1,0,0,0,0
300657,47.55,-0.56,0,3437616119.9999995,0.0,7.21,51.0,47.55,48.78,47.82,1.0,8.04,49.24,53.95,49.24,58.55,57.38,1,0,0,0,0
300658,12.521,-0.32,0,222304637.10000002,0.0,5.33,13.051,12.381,12.631,12.561,1.0,5.39,12.69,14.29,12.77,30.94,15.07,0,0,0,0,0
300706,75.01,-2.42,0,1962815407.6666665,0.0,8.9,78.96,72.12,74.0,76.87,1.0,10.5,84.13,84.13,84.13,84.13,92.24,1,0,0,0,0
300672,330.55,1.61,0,4031355294.0000005,0.0,7.29,342.21,318.5,322.05,325.3,1.0,22.79,332.46,376.8,332.46,376.8,390.36,0,0,0,0,0
300736,35.58,2.89,0,279134336.0,0.0,5.93,36.08,34.03,34.88,34.58,1.0,29.19,34.93,40.4,34.93,48.48,41.5,1,0,0,0,0
300724,72.88,-1.57,0,785778238.6666666,0.0,1.81,73.9,72.56,73.38,74.04,1.0,5.7,75.49,91.92,76.4,151.04,88.85,0,0,0,0,0
300699,28.864,1.09,0,565059589.6,0.0,3.29,29.244,28.304,28.414,28.554,1.0,6.41,28.85,34.53,29.78,46.7,34.26,0,0,0,0,0
300762,40.9,5.25,0,2257205860.0,0.0,10.52,41.8,37.71,37.71,38.86,1.0,7.97,40.44,42.08,40.44,60.77,46.63,1,1,0,0,0
300680,26.16,-0.27,0,200132726.99999997,0.0,3.32,26.5,25.63,25.9,26.231,1.0,5.55,26.48,34.62,27.91,48.69,31.48,0,0,0,0,0
300725,33.21,3.46,0,254773006.66666663,0.0,5.89,33.67,31.78,31.99,32.1,1.0,6.27,32.4,39.1,35.02,50.87,38.52,0,0,0,0,0
300458,35.64,1.37,0,1597071118.6666667,0.0,4.49,36.5,34.92,35.28,35.16,1.0,17.24,35.3,39.88,35.3,40.66,42.19,0,0,0,0,0
300750,391.55,-1.87,0,15308221471.999996,0.0,5.01,409.89,389.92,400.39,399.0,1.0,2.45,409.02,438.24,426.9,468.75,478.8,0,0,0,0,0
300718,67.65,1.49,0,507385740.00000006,0.0,3.02,68.08,66.07,66.51,66.66,1.0,2.48,70.09,90.54,79.99,90.54,79.99,0,0,0,0,0
300769,68.22,-0.52,0,2479868560.6666665,0.0,5.42,69.68,65.96,67.65,68.58,1.0,11.8,70.5,79.69,70.5,88.3,82.3,0,0,0,0,0
300786,21.2,-2.08,0,285413491.6666667,0.0,5.22,22.09,20.96,21.87,21.65,1.0,4.13,21.99,21.99,21.99,21.99,25.98,0,0,0,0,0
300781,29.03,2.47,0,129054599.33333334,0.0,6.11,29.54,27.81,28.22,28.33,1.0,4.73,29.22,35.98,30.46,58.06,34.0,0,0,0,0,0
300757,666.0,0.88,0,5140103878.333334,0.0,4.14,668.46,641.11,647.89,660.21,1.0,7.42,682.58,714.0,704.01,714.0,792.25,0,0,0,0,0
300751,220.64,-1.94,0,2335267071.666667,0.0,4.58,226.81,216.5,220.95,225.0,1.0,3.91,237.66,302.5,237.66,372.5,270.0,0,0,0,0,0
300776,172.612,10.1,0,3432714798.7999997,0.0,12.46,179.512,159.982,161.482,156.772,1.0,8.14,161.5,185.61,184.49,185.61,188.13,0,0,0,0,0
300785,40.47,1.33,0,299225191.6666666,0.0,4.41,40.92,39.16,39.8,39.94,1.0,6.33,40.5,56.41,43.43,83.7,47.93,0,0,0,0,0
