代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近5日最高,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
000688,37.86,-7.21,0,1584727747.3333335,0.0,9.26,41.47,37.69,40.0,40.8,1.0,-16.46,49.5,49.5,49.5,52.73,44.88,1,0,0,0,0
000762,30.13,-0.17,0,728728344.0,0.0,4.27,30.64,29.35,29.66,30.18,1.0,2.55,31.35,33.2,31.35,41.43,33.2,0,0,0,0,0
000681,21.7,5.03,0,1480844018.3333333,0.0,8.08,22.21,20.54,20.67,20.66,1.0,0.65,24.11,25.46,25.46,35.11,22.73,1,0,0,0,0
000751,5.15,0.78,0,388484224.0,0.0,6.07,5.34,5.03,5.08,5.11,1.0,11.23,5.39,5.68,5.46,7.81,5.62,1,0,0,0,0
000758,7.05,1.29,0,551138368.6666667,0.0,5.17,7.24,6.88,6.9,6.96,1.0,11.37,7.22,7.27,7.22,9.53,7.66,1,0,0,0,0
000790,3.77,1.89,0,71768530.0,0.0,5.68,3.77,3.56,3.67,3.7,1.0,4.72,3.88,4.48,3.97,4.79,4.07,0,0,0,0,0
000678,9.72,0.83,0,146949198.00000003,0.0,6.12,10.0,9.41,9.55,9.64,1.0,-5.08,11.14,12.96,12.12,16.74,10.6,0,0,0,0,0
000823,21.6,-2.31,0,2477586480.0000005,0.0,5.79,22.49,21.21,22.46,22.11,1.0,13.09,22.11,22.11,22.11,22.11,24.32,1,1,0,0,0
000837,12.2,1.41,0,412707416.3333334,0.0,5.57,12.5,11.83,11.91,12.03,1.0,-0.49,12.88,13.6,13.6,13.7,13.23,0,0,0,0,0
000807,24.17,-3.32,0,2570303248.333334,0.0,5.28,25.15,23.83,24.75,25.0,1.0,-11.24,28.8,31.78,30.48,37.85,27.5,0,0,0,0,0
000901,18.34,0.44,0,334472888.6666667,0.0,4.16,18.68,17.92,18.11,18.26,1.0,3.73,19.0,22.02,19.28,35.4,20.09,0,0,0,0,0
000665,3.93,0.0,0,59316741.666666664,0.0,5.6,4.02,3.8,3.92,3.93,1.0,-3.91,4.2,4.91,4.49,7.21,4.32,0,0,0,0,0
000792,29.75,-3.63,0,3559585317.0,0.0,4.66,31.04,29.6,30.39,30.87,1.0,-2.17,32.78,33.47,32.78,41.6,33.96,0,0,0,0,0
000887,21.84,-1.18,0,943048266.6666667,0.0,2.44,22.27,21.73,22.01,22.1,1.0,4.75,22.75,22.75,22.75,24.1,24.31,1,0,0,0,0
000878,18.66,4.07,0,1918993016.9999998,0.0,9.98,19.55,17.76,17.84,17.93,1.0,16.04,18.27,19.22,18.58,29.24,19.72,0,0,0,0,0
000818,12.35,-2.83,0,199321046.33333334,0.0,2.36,12.64,12.34,12.59,12.71,1.0,-0.48,13.12,16.78,13.97,25.9,13.98,0,0,0,0,0
000960,41.74,0.75,0,4588369665.000001,0.0,6.25,43.29,40.7,41.83,41.43,1.0,19.74,43.05,44.96,43.43,48.55,45.57,1,0,0,0,0
000933,23.74,-3.3,0,1730768452.0,0.0,4.73,24.78,23.62,24.2,24.55,1.0,-11.32,28.47,31.7,30.5,38.69,27.01,0,0,0,0,0
000967,10.2,-0.49,0,1397895400.0,0.0,4.88,10.65,10.15,10.34,10.25,1.0,3.66,10.78,13.45,11.15,17.09,11.28,0,0,0,0,0
000779,7.71,-0.52,0,46986032.0,0.0,2.32,7.83,7.65,7.72,7.75,1.0,0.92,7.94,8.0,7.94,10.96,8.53,0,0,0,0,0
001212,49.3,6.48,0,728079443.9999999,0.0,10.54,50.93,46.05,46.05,46.3,1.0,3.09,50.63,58.63,55.18,60.29,50.93,0,0,0,0,0
001203,32.46,-5.53,0,1765525166.6666667,0.0,6.37,34.49,32.3,33.86,34.36,1.0,-21.0,43.78,43.78,43.78,54.65,37.8,0,0,0,0,0
000923,13.8,-0.79,0,172665598.6666667,0.0,4.46,14.3,13.68,13.82,13.91,1.0,3.14,14.4,16.37,15.5,26.38,15.3,0,0,0,0,0
000917,7.06,2.32,0,335350412.6666666,0.0,5.51,7.39,7.01,7.15,6.9,1.0,6.17,7.2,8.58,7.71,14.45,7.59,0,0,0,0,0
001270,134.28,5.09,0,1487522696.6666667,0.0,9.67,137.65,125.29,125.37,127.78,1.0,3.76,134.49,166.18,142.39,167.17,140.56,0,0,0,0,0
001301,88.7,-4.42,0,480545224.33333325,0.0,7.88,94.82,87.51,92.89,92.8,1.0,6.64,96.2,98.3,96.75,109.7,102.08,0,0,0,0,0
001306,62.9,4.12,0,80607683.0,0.0,7.23,63.88,59.51,60.0,60.41,1.0,4.82,62.29,75.0,66.3,93.48,66.45,0,0,0,0,0
000988,177.55,4.13,0,13737458271.999996,0.0,7.54,181.57,168.72,169.11,170.51,1.0,19.36,172.8,175.55,172.8,175.55,187.56,0,0,0,0,0
001223,49.05,-1.57,0,272203802.99999994,0.0,7.63,51.98,48.18,50.67,49.83,1.0,9.9,49.83,49.83,49.83,52.34,54.81,1,1,0,0,0
001379,16.94,0.36,0,28484400.666666664,0.0,2.9,17.12,16.63,16.72,16.88,1.0,-0.06,17.65,21.73,18.82,26.75,18.57,0,0,0,0,0
001309,712.0,0.34,0,11502201904.0,0.0,5.34,736.0,698.08,702.0,709.62,1.0,12.6,720.0,720.0,720.0,759.99,780.58,1,0,0,0,0
002008,134.9,-0.69,0,11655486734.666668,0.0,6.38,137.86,129.2,135.54,135.84,1.0,11.07,143.0,150.0,143.0,156.3,149.42,1,0,0,0,0
002004,4.12,-1.9,0,57208579.99999999,0.0,2.62,4.22,4.11,4.21,4.2,1.0,-4.21,4.41,4.54,4.41,5.83,4.62,0,0,0,0,0
002027,5.02,-1.95,0,1149974726.6666665,0.0,3.52,5.13,4.95,5.11,5.12,1.0,-5.99,5.51,5.77,5.52,8.32,5.63,0,0,0,0,0
002025,63.53,0.21,0,983906892.0,0.0,5.16,65.45,62.18,62.8,63.4,1.0,-3.83,69.17,78.93,69.9,83.63,69.74,0,0,0,0,0
001324,18.08,-1.36,0,40381696.0,0.0,2.4,18.26,17.82,18.1,18.33,1.0,-1.2,18.48,21.13,18.78,22.03,20.16,0,0,0,0,0
000973,15.31,-3.28,0,1057973520.0000001,0.0,4.36,15.84,15.15,15.66,15.83,1.0,9.36,16.36,17.41,16.36,22.24,17.41,0,0,0,0,0
001359,132.2,2.36,0,511227682.0,0.0,7.3,133.75,124.32,128.06,129.15,1.0,35.73,130.51,130.51,130.51,130.51,142.07,1,0,0,0,0
002042,3.75,1.35,0,150027338.33333334,0.0,5.41,3.8,3.6,3.69,3.7,1.0,-0.24,3.87,5.29,4.07,5.59,4.07,0,0,0,0,0
002046,63.69,2.71,0,1660891615.3333335,0.0,7.1,66.2,61.8,62.0,62.01,1.0,7.98,64.29,66.08,66.08,66.08,68.21,1,0,0,0,0
002009,20.8,0.92,0,310020928.0,0.0,3.59,21.05,20.31,20.62,20.61,1.0,3.53,21.15,27.28,24.03,38.0,22.67,0,0,0,0,0
002050,45.74,2.56,0,5666513078.333333,0.0,4.6,46.23,44.18,44.3,44.6,1.0,0.11,47.3,56.0,49.36,60.77,49.06,0,0,0,0,0
002080,80.55,-2.26,0,5787175675.0,0.0,5.58,82.8,78.2,82.25,82.41,1.0,26.1,82.41,82.41,82.41,82.41,90.65,1,1,0,0,0
002081,4.8,0.63,0,809452930.0,0.0,3.77,4.84,4.66,4.76,4.77,1.0,-10.28,5.92,7.3,6.9,8.47,5.25,1,0,0,0,0
002049,80.39,0.49,0,3170246202.0,0.0,2.9,81.88,79.56,79.9,80.0,1.0,12.56,80.82,89.53,80.82,91.99,88.0,0,0,0,0,0
002031,5.72,0.18,0,551146803.3333334,0.0,4.03,5.8,5.57,5.66,5.71,1.0,-0.52,6.0,7.7,7.05,8.82,6.28,0,0,0,0,0
002079,13.74,1.63,0,923502758.0,0.0,4.22,13.95,13.38,13.43,13.52,1.0,15.46,13.68,14.16,13.68,14.16,14.87,0,0,0,0,0
002091,7.61,-2.69,0,121491430.0,0.0,3.45,7.82,7.55,7.82,7.82,1.0,1.47,8.07,8.79,8.68,10.63,8.6,0,0,0,0,0
002108,4.63,-2.11,0,159473122.0,0.0,2.33,4.73,4.62,4.7,4.73,1.0,0.0,4.91,5.59,4.91,6.44,5.2,0,0,0,0,0
002083,10.523,8.12,0,1053920137.3,0.0,11.51,10.733,9.613,9.613,9.733,1.0,21.19,10.21,10.46,10.21,14.46,10.71,0,0,0,0,0
002115,11.69,-0.85,0,358454608.6666667,0.0,3.48,11.89,11.48,11.71,11.79,1.0,3.18,12.06,13.88,12.68,21.0,12.97,0,0,0,0,0
001314,58.59,1.86,0,307643465.3333334,0.0,5.09,59.63,56.7,57.61,57.52,1.0,14.21,58.57,64.28,58.9,64.28,63.27,0,0,0,0,0
002088,8.8,0.11,0,56284800.000000015,0.0,6.03,9.19,8.66,9.06,8.79,1.0,8.11,9.39,9.39,9.39,13.93,9.67,1,0,0,0,0
002125,19.12,0.05,0,1477100356.0,0.0,7.48,19.94,18.51,18.92,19.11,1.0,2.44,20.86,20.86,20.86,20.86,21.02,1,0,0,0,0
002139,9.88,1.44,0,208217998.6666667,0.0,3.18,9.98,9.67,9.73,9.74,1.0,3.89,10.15,11.75,10.48,14.58,10.71,0,0,0,0,0
002149,57.3,-4.58,0,3602331279.9999995,0.0,4.7,59.18,56.36,58.2,60.05,1.0,-7.42,64.29,73.98,66.66,78.87,66.06,0,0,0,0,0
002155,26.66,0.6,0,1785286090.6666665,0.0,4.45,26.99,25.81,26.31,26.5,1.0,17.55,26.97,26.97,26.97,43.37,29.15,0,0,0,0,0
002047,4.53,-4.23,0,233789875.0,0.0,4.23,4.71,4.51,4.7,4.73,1.0,8.89,5.04,5.88,5.04,6.11,5.2,1,0,0,0,0
002131,5.33,-0.56,0,1181872277.3333333,0.0,3.17,5.41,5.24,5.33,5.36,1.0,1.33,5.47,7.31,5.82,10.37,5.9,0,0,0,0,0
002129,10.26,-4.2,0,2627863048.0,0.0,4.3,10.66,10.2,10.66,10.71,1.0,1.28,11.14,11.14,11.14,11.86,11.78,1,0,0,0,0
002176,11.1,-3.39,0,1325110884.6666665,0.0,4.61,11.57,11.04,11.42,11.49,1.0,-0.18,12.03,13.77,12.03,16.97,12.64,0,0,0,0,0
002156,68.27,1.56,0,11107786872.666666,0.0,4.4,69.35,66.39,66.99,67.22,1.0,13.61,69.0,78.48,72.5,78.48,73.94,0,0,0,0,0
002195,7.12,-0.84,0,657763133.6666667,0.0,2.09,7.23,7.08,7.15,7.18,1.0,5.01,7.32,8.51,7.65,13.19,7.9,0,0,0,0,0
002179,40.78,5.05,0,3079280980.0000005,0.0,7.03,41.25,38.52,38.96,38.82,1.0,11.73,40.15,42.15,40.15,42.25,42.7,0,0,0,0,0
002126,52.73,-1.33,0,1117181610.0,0.0,3.87,54.6,52.53,53.43,53.44,1.0,12.65,53.6,61.88,53.6,61.88,58.78,0,0,0,0,0
002157,2.9,-4.29,0,580596341.0,0.0,4.29,3.03,2.9,3.02,3.03,1.0,-4.92,3.13,3.43,3.16,3.93,3.33,0,0,0,0,0
002218,4.09,-3.99,0,186864693.33333337,0.0,3.52,4.23,4.08,4.23,4.26,1.0,-3.54,4.45,5.29,4.84,8.18,4.69,0,0,0,0,0
002213,40.07,-1.52,0,1072105048.6666669,0.0,3.51,40.85,39.42,39.92,40.69,1.0,3.35,41.05,41.95,41.05,46.3,44.76,1,0,0,0,0
002202,22.49,2.32,0,3236796141.333333,0.0,5.55,23.05,21.83,21.89,21.98,1.0,6.44,22.41,26.09,23.95,37.03,24.18,0,0,0,0,0
002281,266.2,10.0,1,10547739919.999998,0.0,10.83,266.2,240.0,241.99,242.0,1.0,29.6,246.0,246.0,246.0,246.8,266.2,1,0,1,1,0
002230,42.61,2.45,0,2813317510.666667,0.0,6.37,43.6,40.95,41.33,41.59,1.0,4.46,41.95,50.99,46.98,67.5,45.75,0,0,0,0,0
002326,23.21,3.66,0,1455407210.0000002,0.0,8.8,23.73,21.76,22.6,22.39,1.0,4.55,22.78,24.84,23.95,33.0,24.63,0,0,0,0,0
002192,87.09,-2.33,0,2520161235.0,0.0,6.35,90.86,85.2,86.2,89.17,1.0,4.24,92.56,92.56,92.56,115.0,98.09,0,0,0,0,0
002245,20.4,-1.31,0,2989485932.6666665,0.0,7.69,21.1,19.51,20.61,20.67,1.0,2.77,21.29,23.21,21.74,23.21,22.74,0,0,0,0,0
002229,12.45,2.81,0,499601250.0,0.0,4.54,12.8,12.25,12.57,12.11,1.0,-8.39,14.6,16.7,15.19,20.18,13.32,0,0,0,0,0
002254,18.7,0.65,0,2110741769.333334,0.0,9.15,18.91,17.21,18.58,18.58,1.0,-1.16,18.92,18.92,18.92,18.92,20.44,1,1,0,0,0
002328,7.93,-1.49,0,155900373.0,0.0,1.99,8.07,7.91,8.0,8.05,1.0,2.59,8.22,10.66,9.42,13.46,8.86,0,0,0,0,0
002240,45.74,-5.3,0,3792977465.6666675,0.0,7.27,49.08,45.57,47.0,48.3,1.0,-10.28,54.05,54.05,54.05,63.13,53.13,1,0,0,0,0
002338,54.0,-1.17,0,307138598.0,0.0,1.63,54.69,53.8,54.45,54.64,1.0,4.09,56.55,67.89,56.55,68.93,60.1,0,0,0,0,0
002329,2.88,-2.7,0,96044810.0,0.0,4.73,2.98,2.84,2.94,2.96,1.0,-7.1,3.44,4.85,4.17,4.92,3.26,0,0,0,0,0
002292,6.51,0.62,0,176435427.0,0.0,3.09,6.54,6.34,6.45,6.47,1.0,-3.41,7.19,8.15,7.75,10.88,7.12,0,0,0,0,0
002354,7.73,9.96,1,2798954466.0,0.0,10.81,7.73,6.97,7.15,7.03,1.0,-3.13,8.83,8.87,8.87,8.87,7.73,1,0,1,1,0
002340,7.42,0.0,0,1482591787.3333333,0.0,4.58,7.55,7.21,7.4,7.42,1.0,4.07,7.74,8.56,7.74,10.18,8.16,0,0,0,0,0
002371,721.04,2.39,0,7527179894.0,0.0,4.29,733.88,703.7,704.98,704.22,1.0,13.1,705.0,721.6,705.0,721.6,774.64,0,0,0,0,0
002351,10.0,-0.4,0,57657453.99999999,0.0,2.19,10.08,9.86,9.99,10.04,1.0,1.73,10.49,11.56,11.31,13.32,11.04,0,0,0,0,0
002409,150.16,1.51,0,4719901120.0,0.0,5.24,151.6,143.85,146.44,147.92,1.0,11.39,149.22,149.22,149.22,149.22,162.71,1,0,0,0,0
002413,10.23,-0.49,0,487574280.3333334,0.0,3.11,10.38,10.06,10.22,10.28,1.0,1.59,10.64,12.15,10.85,20.29,11.31,0,0,0,0,0
002407,38.78,0.81,0,6890033723.0,0.0,5.12,39.04,37.07,38.14,38.47,1.0,1.54,41.5,43.89,41.5,43.89,42.32,1,0,0,0,0
002459,8.33,-1.65,0,415516932.0,0.0,2.83,8.51,8.27,8.51,8.47,1.0,-6.4,9.16,10.22,9.16,15.54,9.32,1,0,0,0,0
002378,37.11,6.39,0,5118559463.333332,0.0,11.98,37.81,33.63,34.06,34.88,1.0,10.35,39.88,39.88,39.88,48.42,38.37,1,0,0,0,0
002446,11.72,0.17,0,1086645987.6666665,0.0,3.85,12.03,11.58,11.82,11.7,1.0,8.72,11.77,11.77,11.77,14.67,12.87,1,0,0,0,0
002466,62.18,-2.9,0,4677635834.666666,0.0,3.87,64.09,61.61,62.82,64.04,1.0,1.93,65.82,69.38,65.82,82.49,70.44,0,0,0,0,0
002436,52.06,8.91,0,12007715524.0,0.0,14.64,52.58,45.58,46.9,47.8,1.0,41.66,48.51,48.51,48.51,48.51,52.58,1,0,0,0,0
002465,13.68,-1.23,0,1183466580.0,0.0,4.26,13.96,13.37,13.61,13.85,1.0,0.59,14.3,18.5,16.4,26.56,15.24,0,0,0,0,0
002463,147.9,0.92,0,12274872510.000002,0.0,4.47,149.36,142.81,146.0,146.55,1.0,16.54,149.9,149.9,149.9,149.9,161.21,0,0,0,0,0
002480,5.69,3.08,0,88435032.0,0.0,5.98,5.93,5.6,5.63,5.52,1.0,2.34,5.73,6.65,6.65,7.8,6.07,0,0,0,0,0
002453,4.98,-1.78,0,68075106.0,0.0,3.55,5.07,4.89,5.07,5.07,1.0,-6.57,5.49,6.44,5.76,8.47,5.58,0,0,0,0,0
002491,31.58,10.0,1,1721912038.0000002,0.0,5.47,31.58,30.01,30.01,28.71,1.0,31.26,28.71,28.71,28.71,28.71,31.58,1,1,0,2,0
002519,6.27,-1.1,0,174982986.66666666,0.0,3.31,6.41,6.2,6.31,6.34,1.0,0.64,6.5,7.85,6.74,12.62,6.97,0,0,0,0,0
002428,100.44,1.19,0,9375080825.333334,0.0,6.85,103.8,97.0,99.26,99.26,1.0,13.83,108.66,108.66,108.66,108.66,109.19,1,0,0,0,0
002497,22.18,-3.27,0,753718132.3333334,0.0,4.75,23.0,21.91,22.75,22.93,1.0,-1.64,23.68,25.84,23.68,32.0,25.22,0,0,0,0,0
002471,6.89,0.29,0,438052602.6666666,0.0,3.35,7.0,6.77,6.95,6.87,1.0,-1.85,7.4,8.45,8.35,10.87,7.56,1,0,0,0,0
002506,3.07,-4.36,0,922899566.6666666,0.0,3.74,3.17,3.05,3.16,3.21,1.0,-3.15,3.48,4.05,3.53,6.36,3.53,0,0,0,0,0
002472,43.78,4.84,0,2318636491.333333,0.0,8.17,44.85,41.44,41.6,41.76,1.0,6.57,43.35,46.12,45.98,49.47,45.94,0,0,0,0,0
002552,72.39,0.32,0,1247510854.0,0.0,9.59,74.48,67.56,69.5,72.16,1.0,35.64,76.99,76.99,76.99,76.99,79.38,1,0,0,0,0
002555,17.47,0.69,0,536368646.0,0.0,3.34,17.81,17.23,17.39,17.35,1.0,-0.8,18.19,20.54,19.8,30.4,19.09,0,0,0,0,0
002558,23.9,-0.79,0,1021143215.9999999,0.0,3.99,24.75,23.79,24.09,24.09,1.0,1.06,24.73,28.29,26.08,53.16,26.5,0,0,0,0,0
002575,5.9,-3.12,0,216114458.3333333,0.0,3.12,6.06,5.87,5.97,6.09,1.0,-0.34,6.19,6.69,6.57,9.59,6.7,1,0,0,0,0
002520,6.98,1.31,0,345811328.0,0.0,3.63,7.05,6.8,6.86,6.89,1.0,8.22,7.07,7.07,7.07,7.21,7.58,1,0,0,0,0
002553,17.21,-3.48,0,125877936.66666664,0.0,3.48,17.53,16.91,17.3,17.83,1.0,-12.55,20.4,21.85,20.4,30.9,19.61,0,0,0,0,0
002577,19.52,7.85,0,276552473.3333333,0.0,10.83,19.91,17.95,18.05,18.1,1.0,6.96,18.89,19.5,18.89,19.57,19.91,0,0,0,0,0
002527,14.65,5.93,0,486633444.00000006,0.0,10.77,15.2,13.71,13.79,13.83,1.0,5.17,14.9,16.93,16.93,18.58,15.21,0,0,0,0,0
002579,20.32,10.02,1,1408427107.9999998,0.0,7.26,20.32,18.98,19.01,18.47,1.0,32.9,18.47,21.88,21.0,21.88,20.32,1,1,0,2,0
002583,8.7,-1.58,0,229807019.99999997,0.0,3.39,8.85,8.55,8.78,8.84,1.0,-6.25,10.18,10.18,10.18,12.45,9.72,1,0,0,0,0
002597,20.9,-0.52,0,165392426.66666666,0.0,3.24,21.01,20.33,20.95,21.01,1.0,3.36,22.6,22.6,22.6,29.03,23.11,1,0,0,0,0
002565,12.96,-4.64,0,1355301138.0,0.0,3.9,13.3,12.77,13.26,13.59,1.0,-5.19,14.38,17.2,16.12,23.4,14.95,0,0,0,0,0
002530,7.22,-1.77,0,97430200.66666666,0.0,3.4,7.43,7.18,7.34,7.35,1.0,-5.37,8.05,8.75,8.19,11.75,8.09,0,0,0,0,0
002601,15.48,4.24,0,1156460679.0,0.0,7.47,15.75,14.64,15.1,14.85,1.0,7.43,15.92,17.11,15.92,23.79,16.34,0,0,0,0,0
002600,16.82,6.12,0,6041091827.333333,0.0,9.34,17.24,15.76,15.8,15.85,1.0,23.4,16.33,16.72,16.33,18.81,17.44,0,0,0,0,0
002599,5.54,-1.07,0,44034771.0,0.0,3.39,5.63,5.44,5.58,5.6,1.0,-7.2,6.15,6.98,6.41,9.74,6.16,0,0,0,0,0
002652,4.65,-0.43,0,168889194.00000003,0.0,6.0,4.73,4.45,4.64,4.67,1.0,0.43,5.13,6.71,5.17,6.77,5.14,0,0,0,0,0
002460,69.36,-2.75,0,4383270818.666666,0.0,3.98,71.66,68.82,70.5,71.32,1.0,-0.83,73.48,78.95,73.48,91.67,78.45,0,0,0,0,0
002623,16.92,-5.63,0,100982034.66666667,0.0,5.69,17.93,16.91,17.74,17.93,1.0,-2.7,18.59,21.85,19.46,33.56,19.72,0,0,0,0,0
002636,104.41,9.09,0,4110679800.0,0.0,12.51,105.28,93.31,94.54,95.71,1.0,23.12,102.9,102.9,102.9,102.9,105.28,1,0,0,0,0
002549,16.22,-5.26,0,636210512.6666666,0.0,4.67,16.88,16.08,16.88,17.12,1.0,-10.63,18.35,19.4,18.35,25.35,18.83,1,0,0,0,0
002698,11.59,3.85,0,240658357.3333333,0.0,7.62,11.92,11.07,11.14,11.16,1.0,0.7,12.16,14.48,12.8,18.97,12.28,0,0,0,0,0
002709,51.61,-2.35,0,5552602740.000001,0.0,5.13,53.85,51.14,52.5,52.85,1.0,6.5,53.38,60.4,53.38,64.98,58.14,0,0,0,0,0
002657,19.82,-4.8,0,482685222.00000006,0.0,3.89,20.51,19.7,20.43,20.82,1.0,-2.6,22.1,22.1,22.1,33.83,22.9,1,0,0,0,0
002642,6.98,-0.43,0,111257710.00000001,0.0,4.56,7.14,6.82,7.01,7.01,1.0,1.45,7.16,9.2,7.9,9.65,7.71,0,0,0,0,0
002725,13.3,-2.92,0,169732800.0,0.0,5.11,13.95,13.25,13.52,13.7,1.0,3.5,14.94,17.21,15.2,21.18,15.07,0,0,0,0,0
002716,9.14,-1.08,0,806979834.0,0.0,3.9,9.38,9.02,9.19,9.24,1.0,5.3,9.57,10.62,9.57,21.3,10.16,0,0,0,0,0
002681,4.97,2.05,0,289299246.0,0.0,7.39,5.03,4.67,4.86,4.87,1.0,2.69,5.26,5.96,5.52,7.68,5.36,0,0,0,0,0
002685,7.14,7.37,0,751109762.0,0.0,11.43,7.32,6.56,6.61,6.65,1.0,9.17,6.8,9.78,7.45,9.98,7.32,0,0,0,0,0
002748,10.51,-2.5,0,50655981.99999999,0.0,3.25,10.79,10.44,10.71,10.78,1.0,-0.94,11.36,12.27,11.36,15.74,11.86,0,0,0,0,0
002747,36.5,10.01,1,2582971005.0,0.0,9.67,36.5,33.29,33.53,33.18,1.0,9.45,35.68,39.9,39.9,39.9,36.5,1,0,1,1,0
002738,60.71,-2.43,0,2001251915.6666665,0.0,4.66,62.65,59.75,61.8,62.22,1.0,3.34,64.8,70.26,64.8,100.36,68.44,0,0,0,0,0
002759,27.12,-1.49,0,933779275.0,0.0,5.05,28.11,26.72,27.7,27.53,1.0,0.89,28.48,39.6,28.48,55.98,30.28,0,0,0,0,0
002805,26.88,9.98,1,817211596.0000001,0.0,6.46,26.88,25.3,25.61,24.44,1.0,31.89,24.51,24.65,24.51,27.3,26.88,1,0,1,1,0
002792,37.11,0.03,0,974865595.3333333,0.0,5.34,37.73,35.75,36.44,37.1,1.0,0.37,39.6,50.1,43.2,73.33,40.81,0,0,0,0,0
002796,41.76,-2.04,0,362420918.0,0.0,3.47,42.87,41.39,42.55,42.63,1.0,4.32,43.69,57.0,48.96,67.88,46.89,0,0,0,0,0
002756,61.15,-1.24,0,943521333.3333334,0.0,3.8,62.6,60.25,61.17,61.92,1.0,-2.67,67.1,72.12,67.1,89.49,68.11,0,0,0,0,0
002765,7.89,-2.71,0,100328197.00000001,0.0,2.47,8.06,7.86,7.95,8.11,1.0,1.54,8.32,9.53,8.34,14.23,8.92,0,0,0,0,0
002734,18.1,9.9,1,829070640.0,0.0,9.59,18.12,16.54,16.8,16.47,1.0,18.69,16.68,17.58,17.58,22.34,18.12,1,0,1,1,0
002815,19.72,-2.09,0,1701157397.3333333,0.0,3.08,19.99,19.37,19.6,20.14,1.0,11.22,20.7,20.7,20.7,20.7,22.15,1,0,0,0,0
002829,18.65,-2.41,0,155815825.0,0.0,4.29,19.41,18.59,19.12,19.11,1.0,-1.37,20.8,27.7,23.48,35.69,21.02,0,0,0,0,0
