代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
001212,50.09,4.99,0,364274544.66666675,0.0,5.89,50.63,47.82,48.03,47.71,1.0,2.54,60.29,55.18,60.29,52.48,1,0,0,0,0
001257,30.51,9.99,1,1465720961.3333335,0.0,3.64,30.51,29.5,29.9,27.74,1.0,30.78,29.48,27.74,30.0,30.51,1,1,0,3,0
001223,45.15,4.93,0,155319664.33333334,0.0,4.55,45.49,43.53,43.54,43.03,1.0,-0.02,52.34,49.26,52.34,47.33,1,0,0,0,0
001203,41.03,-4.82,0,1820112550.6666667,0.0,8.77,43.78,40.0,42.5,43.11,1.0,11.01,43.3,43.3,54.65,47.42,0,0,0,0,0
001301,92.11,2.97,0,470342300.0,0.0,5.02,93.65,89.16,89.34,89.45,1.0,3.89,98.3,98.3,109.7,98.4,0,0,0,0,0
000983,7.05,-5.5,0,1092478791.6666665,0.0,3.22,7.22,6.98,7.21,7.46,1.0,-6.37,8.07,8.07,8.07,8.21,0,0,0,0,0
001270,125.0,-0.52,0,997547191.6666666,0.0,5.93,127.95,120.5,124.0,125.65,1.0,-5.74,166.18,144.0,167.17,138.22,0,0,0,0,0
001306,60.63,0.97,0,37150166.66666667,0.0,2.21,61.33,60.0,60.2,60.05,1.0,-5.87,77.13,66.3,93.48,66.06,0,0,0,0,0
001339,101.21,3.91,0,596026580.0,0.0,6.01,101.85,96.0,96.5,97.4,1.0,-0.63,119.9,112.39,119.9,107.14,0,0,0,0,0
001379,17.41,1.04,0,33566480.0,0.0,2.79,17.65,17.17,17.48,17.23,1.0,-1.25,21.85,19.74,26.75,18.95,0,0,0,0,0
000818,12.85,3.71,0,277721808.0,0.0,4.68,12.91,12.33,12.4,12.39,1.0,-0.54,17.2,14.65,25.9,13.63,0,0,0,0,0
001389,192.46,7.88,0,1780207200.0,0.0,7.26,192.5,179.54,182.02,178.4,1.0,9.6,199.74,196.68,199.74,196.24,0,0,0,0,0
002004,4.411,0.92,0,121875516.69999999,0.0,1.14,4.411,4.361,4.371,4.371,1.0,7.3,4.56,4.4,5.83,4.81,0,0,0,0,0
001359,117.85,10.0,1,657533228.0,0.0,9.97,117.85,107.17,109.31,107.14,1.0,26.42,109.18,107.14,114.9,117.85,1,1,0,2,0
002006,15.31,2.82,0,120720842.66666666,0.0,2.22,15.33,15.0,15.0,14.89,1.0,-3.41,19.3,16.92,25.05,16.38,0,0,0,0,0
002009,20.57,1.98,0,285895220.0,0.0,2.28,20.66,20.2,20.41,20.17,1.0,-13.35,29.2,24.03,38.0,22.19,0,0,0,0,0
002031,5.85,3.91,0,615243145.0000001,0.0,3.55,5.85,5.65,5.7,5.63,1.0,-14.6,8.8,7.05,8.82,6.19,0,0,0,0,0
002042,3.7,-2.89,0,118713339.33333333,0.0,4.2,3.82,3.66,3.8,3.81,1.0,-1.57,5.29,4.21,5.59,4.19,0,0,0,0,0
002029,8.35,1.09,0,121960431.33333333,0.0,2.66,8.44,8.22,8.28,8.26,1.0,-0.24,11.07,8.94,14.85,9.09,0,0,0,0,0
002046,62.504,5.95,0,1206474589.4666667,0.0,7.97,62.684,57.984,59.184,58.994,1.0,3.87,66.08,66.08,66.08,64.89,1,0,0,0,0
002049,74.76,4.54,0,2102018723.9999998,0.0,4.95,74.76,71.22,72.08,71.51,1.0,6.83,89.53,81.05,91.99,78.66,0,0,0,0,0
002050,45.75,2.1,0,3508209089.0,0.0,2.41,45.81,44.73,45.31,44.81,1.0,-3.44,56.0,49.36,60.77,49.29,0,0,0,0,0
002068,10.09,0.1,0,277467052.6666667,0.0,3.47,10.26,9.91,10.05,10.08,1.0,-2.04,11.1,11.1,11.5,11.09,1,0,0,0,0
002028,178.0,2.71,0,1944536671.3333335,0.0,4.69,178.5,170.37,173.5,173.3,1.0,0.23,219.81,219.81,239.12,190.63,0,0,0,0,0
002074,29.35,1.07,0,772693292.0,0.0,2.13,29.62,29.0,29.44,29.04,1.0,2.05,36.92,33.48,45.07,31.94,0,0,0,0,0
002077,16.76,5.94,0,507243836.66666675,0.0,6.26,16.8,15.81,15.97,15.82,1.0,8.13,19.38,17.8,20.39,17.4,0,0,0,0,0
002080,68.11,10.0,1,3675789414.0,0.0,9.35,68.11,62.32,64.26,61.92,1.0,15.83,76.63,72.4,76.63,68.11,1,0,1,1,0
