代码,现价,涨跌幅,涨停,成交额,换手率,振幅,最高,最低,今开,昨收,量比,近5日涨幅,近20日最高,近10日最高,近150日最高,涨停价,近10日涨停,前日涨停,首板涨停,连板天数,一字板涨停
000070,18.07,1.29,0,1361977123.3333333,0.0,7.4,18.65,17.33,17.88,17.84,1.0,-2.22,22.12,20.95,22.5,19.62,0,0,0,0,0
000021,39.57,-6.74,0,9257835111.0,0.0,12.4,43.63,38.37,42.15,42.43,1.0,5.49,46.81,46.81,46.81,46.67,1,0,0,0,0
000066,17.8,-4.86,0,3549369096.666666,0.0,9.89,19.45,17.6,19.25,18.71,1.0,-14.95,25.74,22.4,25.74,20.58,0,0,0,0,0
000301,12.05,-1.23,0,212177960.0,0.0,1.97,12.29,12.05,12.13,12.2,1.0,-2.74,13.48,13.28,14.7,13.42,0,0,0,0,0
000009,7.4,-0.67,0,153908012.0,0.0,2.15,7.52,7.36,7.45,7.45,1.0,-4.64,9.32,8.05,11.9,8.2,0,0,0,0,0
000060,7.71,-0.9,0,2873139949.3333335,0.0,8.1,8.27,7.64,8.12,7.78,1.0,1.85,8.75,8.02,9.22,8.56,1,0,0,0,0
000032,16.445,-6.59,0,567180845.0,0.0,8.07,17.725,16.305,17.605,17.605,1.0,-14.19,21.32,21.32,24.16,19.37,0,0,0,0,0
000063,36.72,-4.13,0,10071790306.0,0.0,6.11,38.78,36.44,38.5,38.3,1.0,3.03,40.2,38.3,47.77,42.13,1,1,0,0,0
000426,39.7,0.28,0,2128089159.0,0.0,6.04,41.15,38.76,40.58,39.59,1.0,-4.27,52.69,45.7,74.8,43.55,0,0,0,0,0
000408,77.18,-0.64,0,1014223476.0,0.0,3.6,79.78,76.98,79.3,77.68,1.0,-4.67,92.88,87.65,95.78,85.45,0,0,0,0,0
000333,80.85,2.41,0,3446569822.9999995,0.0,3.5,81.26,78.5,78.92,78.95,1.0,0.71,83.44,83.44,83.44,86.85,0,0,0,0,0
000155,14.25,1.57,0,833804234.6666666,0.0,4.42,14.64,14.02,14.04,14.03,1.0,-0.35,19.34,16.25,19.34,15.43,0,0,0,0,0
000510,16.65,-6.2,0,1014951064.0,0.0,8.96,17.98,16.39,17.82,17.75,1.0,11.45,19.32,19.32,23.5,19.53,1,0,0,0,0
000027,8.08,0.37,0,1302107569.9999998,0.0,6.58,8.45,7.92,7.98,8.05,1.0,10.53,8.1,8.1,8.48,8.86,0,0,0,0,0
000570,5.54,-2.12,0,73055164.0,0.0,4.24,5.73,5.49,5.68,5.66,1.0,-9.62,6.84,6.7,6.93,6.23,0,0,0,0,0
000603,30.78,-3.24,0,544668349.3333334,0.0,7.98,33.14,30.6,32.48,31.81,1.0,-6.53,41.19,36.76,73.47,34.99,0,0,0,0,0
000533,11.54,-4.07,0,431993613.0,0.0,6.23,12.2,11.45,12.2,12.03,1.0,-6.33,15.35,14.49,21.84,13.23,0,0,0,0,0
000534,32.83,-8.81,0,917771788.6666665,0.0,11.97,36.97,32.66,36.27,36.0,1.0,-8.58,43.05,39.32,49.14,39.6,0,0,0,0,0
000551,15.82,-3.06,0,238472366.6666667,0.0,5.58,16.37,15.46,16.31,16.32,1.0,-8.77,18.05,18.05,18.35,17.95,0,0,0,0,0
000657,68.0,-1.41,0,6792792127.333333,0.0,6.18,70.96,66.7,68.97,68.97,1.0,9.01,70.38,70.38,71.5,75.87,1,0,0,0,0
000636,53.03,9.03,0,11942377957.333332,0.0,8.12,53.5,49.55,51.82,48.64,1.0,40.96,48.64,48.64,48.64,53.5,1,1,0,0,0
000539,8.88,10.04,1,1020203616.0,0.0,4.46,8.88,8.52,8.77,8.07,1.0,35.99,8.25,8.07,8.25,8.88,1,1,0,3,0
000338,35.34,0.08,0,3717470848.0000005,0.0,3.79,36.34,35.0,35.89,35.31,1.0,3.91,35.87,35.87,35.87,38.84,0,0,0,0,0
000630,6.85,2.24,0,5196973212.333333,0.0,5.67,7.18,6.8,6.81,6.7,1.0,8.56,7.15,6.83,9.14,7.37,1,0,0,0,0
000725,5.054,-10.14,0,18963185180.933334,0.0,9.42,5.584,5.054,5.574,5.624,1.0,-0.98,6.03,6.03,6.03,6.19,1,0,0,0,0
000685,11.46,0.35,0,281729265.66666675,0.0,3.24,11.7,11.33,11.4,11.42,1.0,-5.99,13.22,13.22,13.74,12.56,1,0,0,0,0
000688,42.18,2.38,0,1185768492.0000002,0.0,7.16,42.8,39.85,40.85,41.2,1.0,-3.03,52.73,46.06,52.73,45.32,0,0,0,0,0
000678,11.44,-3.46,0,149737653.0,0.0,4.98,11.99,11.4,11.79,11.85,1.0,-7.59,13.9,13.8,16.74,13.04,0,0,0,0,0
000665,4.4,-3.93,0,108343104.0,0.0,4.37,4.56,4.36,4.54,4.58,1.0,-4.14,5.18,4.98,7.21,5.04,0,0,0,0,0
000751,5.17,-2.64,0,260011267.99999997,0.0,6.21,5.47,5.14,5.32,5.31,1.0,-6.0,6.64,6.09,7.81,5.84,0,0,0,0,0
000547,20.3,-6.84,0,2244902184.0,0.0,7.71,21.77,20.09,21.67,21.79,1.0,-14.35,29.97,26.35,40.65,23.97,0,0,0,0,0
000790,3.92,-2.0,0,65805419.99999999,0.0,3.75,4.04,3.89,4.03,4.0,1.0,-9.05,4.65,4.48,4.79,4.4,0,0,0,0,0
000762,29.57,-2.44,0,555458690.0,0.0,4.22,30.78,29.5,30.6,30.31,1.0,-7.25,41.43,34.34,41.43,33.34,0,0,0,0,0
000792,30.77,-1.38,0,2184303262.6666665,0.0,4.04,31.78,30.52,31.39,31.2,1.0,-6.3,41.6,34.88,41.6,34.32,0,0,0,0,0
000758,6.7,-2.76,0,284092153.3333333,0.0,5.81,7.07,6.67,6.91,6.89,1.0,-5.63,7.79,7.39,9.53,7.58,0,0,0,0,0
000818,14.46,-4.87,0,387324600.00000006,0.0,6.58,15.37,14.37,15.12,15.2,1.0,-10.07,19.64,18.05,25.9,16.72,1,0,0,0,0
000807,28.111,-0.99,0,1863131973.9666667,0.0,3.8,29.171,28.091,29.031,28.391,1.0,-7.47,32.94,31.78,37.85,31.23,0,0,0,0,0
000837,11.6,-4.53,0,266391147.00000003,0.0,5.51,12.23,11.56,12.18,12.15,1.0,-8.3,12.94,12.94,13.7,13.37,0,0,0,0,0
000878,17.72,0.0,0,875537111.9999999,0.0,3.5,18.27,17.65,18.06,17.72,1.0,3.87,20.92,20.65,29.24,19.49,0,0,0,0,0
000737,13.9,-0.22,0,845432077.0,0.0,5.1,14.55,13.84,14.21,13.93,1.0,-1.7,16.5,15.2,21.5,15.32,0,0,0,0,0
000833,22.13,-4.57,0,985054474.6666666,0.0,3.49,22.86,22.05,22.72,23.19,1.0,-13.35,28.09,28.09,31.54,25.51,1,0,0,0,0
000695,15.14,-1.43,0,278056628.3333333,0.0,5.53,15.59,14.74,15.21,15.36,1.0,-6.08,16.8,16.8,19.25,16.9,1,0,0,0,0
000811,32.93,-6.48,0,1417593740.0000002,0.0,7.78,35.38,32.64,35.21,35.21,1.0,-4.41,38.46,38.46,38.46,38.73,1,0,0,0,0
000779,7.36,0.27,0,49403813.33333333,0.0,1.63,7.43,7.31,7.36,7.34,1.0,-4.91,9.07,8.5,10.96,8.07,0,0,0,0,0
